stateId,year,hdd
WY,1982,9015
WY,1981,7673
WY,1980,8343
WY,1979,8976
WY,1978,9177
WY,1977,8289
WY,1976,8522
WY,1975,9108
WY,1974,8540
WY,1973,8993
WY,1972,8894
WY,1971,8977
WY,1970,8925
WY,1969,8633
WY,1968,8965
WY,1967,8664
WY,1966,8592
WY,1965,8816
WY,1964,9133
WY,1963,8174
WY,1962,8528
WY,1961,8724
WY,1960,8655
IL,2022,6325
IL,2021,5684
IL,2020,5774
IL,2019,6430
IL,2018,6427
IL,2017,5543
IL,2016,5544
IL,2015,6004
IL,2014,7164
IL,2013,6612
IL,2012,5148
IL,2011,6043
IL,2010,6105
IL,2009,6396
IL,2008,6652
IL,2007,5940
IL,2006,5535
IL,2005,5931
IL,2004,5918
IL,2003,6287
IL,2002,6002
IL,2001,5740
IL,2000,6130
IL,1999,5824
IL,1998,5167
IL,1997,6531
IL,1996,6893
IL,1995,6588
IL,1994,6195
IL,1993,6587
IL,1992,6110
IL,1991,5920
IL,1990,5617
IL,1989,6766
IL,1988,6493
IL,1987,5665
IL,1986,6050
IL,1985,6654
IL,1984,6340
IL,1983,6447
IL,1982,6654
IL,1981,6295
IL,1980,6711
IL,1979,7093
IL,1978,7132
IL,1977,6560
IL,1976,6825
IL,1975,6252
IL,1974,6282
IL,1973,5882
IL,1972,6955
IL,1971,6244
IL,1970,6587
IL,1969,6763
IL,1968,6389
IL,1967,6610
IL,1966,6721
IL,1965,6351
IL,1964,6149
IL,1963,6808
IL,1962,6740
IL,1961,6482
IL,1960,6791
IN,2022,5746
IN,2021,5273
IN,2020,5279
IN,2019,5725
IN,2018,5801
IN,2017,4986
IN,2016,5133
IN,2015,5605
IN,2014,6563
IN,2013,5961
IN,2012,4832
IN,2011,5494
IN,2010,5779
IN,2009,5822
IN,2008,6038
IN,2007,5459
IN,2006,5147
IN,2005,5617
IN,2004,5524
IN,2003,5913
IN,2002,5529
IN,2001,5259
IN,2000,5810
IN,1999,5412
IN,1998,4782
IN,1997,6084
IN,1996,6312
IN,1995,6040
IN,1994,5786
IN,1993,6131
IN,1992,5677
IN,1991,5334
IN,1990,5116
IN,1989,6262
IN,1988,6154
IN,1987,5443
IN,1986,5627
IN,1985,5964
IN,1984,5960
IN,1983,5981
IN,1982,6067
IN,1981,6087
IN,1980,6369
IN,1979,6549
IN,1978,6765
IN,1977,6199
IN,1976,6260
IN,1975,5721
IN,1974,5812
IN,1973,5432
IN,1972,6269
IN,1971,5846
IN,1970,6109
IN,1969,6309
IN,1968,6127
IN,1967,6074
IN,1966,6301
IN,1965,5825
IN,1964,5755
IN,1963,6445
IN,1962,6238
IN,1961,6065
IN,1960,6368
KS,2022,5040
KS,2021,4532
KS,2020,4657
KS,2019,5277
KS,2018,5239
KS,2017,4263
KS,2016,4223
KS,2015,4518
KS,2014,5334
KS,2013,5385
KS,2012,3973
KS,2011,5060
KS,2010,5041
KS,2009,5135
KS,2008,5313
KS,2007,4889
KS,2006,4263
KS,2005,4689
KS,2004,4671
KS,2003,4946
KS,2002,4957
KS,2001,4666
KS,2000,4956
KS,1999,4458
KS,1998,4605
KS,1997,5190
KS,1996,5455
KS,1995,5149
KS,1994,4881
KS,1993,5674
KS,1992,4701
KS,1991,4724
KS,1990,4645
KS,1989,5272
KS,1988,5094
KS,1987,4660
KS,1986,4580
KS,1985,5648
KS,1984,5181
KS,1983,5699
KS,1982,5400
KS,1981,4662
KS,1980,5219
KS,1979,5826
KS,1978,5849
KS,1977,4943
KS,1976,5097
KS,1975,5203
KS,1974,5000
KS,1973,5064
KS,1972,5386
KS,1971,5163
KS,1970,5302
KS,1969,5482
KS,1968,5307
KS,1967,4920
KS,1966,5273
KS,1965,4877
KS,1964,4942
KS,1963,5023
KS,1962,5183
KS,1961,5444
KS,1960,5598
KY,2022,4474
KY,2021,4165
KY,2020,4078
KY,2019,4190
KY,2018,4466
KY,2017,3802
KY,2016,4075
KY,2015,4303
KY,2014,5017
KY,2013,4698
KY,2012,3790
KY,2011,4257
KY,2010,4827
KY,2009,4552
KY,2008,4689
KY,2007,4148
KY,2006,4131
KY,2005,4386
KY,2004,4238
KY,2003,4597
KY,2002,4371
KY,2001,4219
KY,2000,4579
KY,1999,4144
KY,1998,3857
KY,1997,4798
KY,1996,4901
KY,1995,4759
KY,1994,4548
KY,1993,4850
KY,1992,4497
KY,1991,4141
KY,1990,3894
KY,1989,4893
KY,1988,4959
KY,1987,4453
KY,1986,4350
KY,1985,4697
KY,1984,4623
KY,1983,4906
KY,1982,4540
KY,1981,4960
KY,1980,5110
KY,1979,5142
KY,1978,5411
KY,1977,5027
KY,1976,5084
KY,1975,4490
KY,1974,4361
KY,1973,4371
KY,1972,4750
KY,1971,4579
KY,1970,4832
KY,1969,5178
KY,1968,5076
KY,1967,4632
KY,1966,5120
KY,1965,4579
KY,1964,4559
KY,1963,5119
KY,1962,4951
KY,1961,4832
KY,1960,5265
LA,2022,1686
LA,2021,1510
LA,2020,1336
LA,2019,1584
LA,2018,1681
LA,2017,1166
LA,2016,1367
LA,2015,1516
LA,2014,2088
LA,2013,1807
LA,2012,1276
LA,2011,1685
LA,2010,2209
LA,2009,1675
LA,2008,1669
LA,2007,1557
LA,2006,1486
LA,2005,1576
LA,2004,1647
LA,2003,1849
LA,2002,1793
LA,2001,1652
LA,2000,1725
LA,1999,1458
LA,1998,1510
LA,1997,1821
LA,1996,1794
LA,1995,1730
LA,1994,1628
LA,1993,1945
LA,1992,1723
LA,1991,1655
LA,1990,1387
LA,1989,1879
LA,1988,1894
LA,1987,1845
LA,1986,1641
LA,1985,1906
LA,1984,1717
LA,1983,2207
LA,1982,1611
LA,1981,1940
LA,1980,2026
LA,1979,2216
LA,1978,2285
LA,1977,2045
LA,1976,2107
LA,1975,1671
LA,1974,1538
LA,1973,1819
LA,1972,1703
LA,1971,1621
LA,1970,2049
LA,1969,1993
LA,1968,2242
LA,1967,1735
LA,1966,2035
LA,1965,1679
LA,1964,1913
LA,1963,2189
LA,1962,1930
LA,1961,1868
LA,1960,2162
MA,2022,5708
MA,2021,5515
MA,2020,5535
MA,2019,6245
MA,2018,6061
MA,2017,5796
MA,2016,5711
MA,2015,6268
MA,2014,6398
MA,2013,6168
MA,2012,5296
MA,2011,5861
MA,2010,5722
MA,2009,6380
MA,2008,6182
MA,2007,6264
MA,2006,5657
MA,2005,6415
MA,2004,6447
MA,2003,6732
MA,2002,5959
MA,2001,5961
MA,2000,6361
MA,1999,5836
MA,1998,5556
MA,1997,6493
MA,1996,6532
MA,1995,6452
MA,1994,6515
MA,1993,6587
MA,1992,6750
MA,1991,5826
MA,1990,5758
MA,1989,6801
MA,1988,6692
MA,1987,6514
MA,1986,6464
MA,1985,6525
MA,1984,6378
MA,1983,6238
MA,1982,6650
MA,1981,6631
MA,1980,6854
MA,1979,6318
MA,1978,7064
MA,1977,6571
MA,1976,6785
MA,1975,6322
MA,1974,6585
MA,1973,6080
MA,1972,6963
MA,1971,6673
MA,1970,6841
MA,1969,6610
MA,1968,6832
MA,1967,7032
MA,1966,6694
MA,1965,6843
MA,1964,6631
MA,1963,6831
MA,1962,7041
MA,1961,6697
MA,1960,6657
MD,2022,4517
MD,2021,4159
MD,2020,4021
MD,2019,4409
MD,2018,4647
MD,2017,4104
MD,2016,4363
MD,2015,4609
MD,2014,5079
MD,2013,4706
MD,2012,3946
MD,2011,4344
MD,2010,4624
MD,2009,4728
MD,2008,4538
MD,2007,4529
MD,2006,4101
MD,2005,4760
MD,2004,4630
MD,2003,4971
MD,2002,4383
MD,2001,4417
MD,2000,4757
MD,1999,4462
MD,1998,3961
MD,1997,4780
MD,1996,5128
MD,1995,4912
MD,1994,4840
MD,1993,4990
MD,1992,4895
MD,1991,4262
MD,1990,3927
MD,1989,5108
MD,1988,5164
MD,1987,4846
MD,1986,4789
MD,1985,4587
MD,1984,4833
MD,1983,4939
MD,1982,4917
MD,1981,5131
MD,1980,5177
MD,1979,5048
MD,1978,5401
MD,1977,5010
MD,1976,5106
MD,1975,4701
MD,1974,4665
MD,1973,4595
MD,1972,5071
MD,1971,4860
MD,1970,5131
MD,1969,5242
MD,1968,5118
MD,1967,5243
MD,1966,5291
MD,1965,5068
MD,1964,4905
MD,1963,5281
MD,1962,5293
MD,1961,5146
MD,1960,5270
ME,2022,7238
ME,2021,6959
ME,2020,7184
ME,2019,8097
ME,2018,7835
ME,2017,7499
ME,2016,7268
ME,2015,8023
ME,2014,7954
ME,2013,7742
ME,2012,7073
ME,2011,7454
ME,2010,6885
ME,2009,8058
ME,2008,7780
ME,2007,8030
ME,2006,7028
ME,2005,7843
ME,2004,8170
ME,2003,8250
ME,2002,7749
ME,2001,7548
ME,2000,7947
ME,1999,7141
ME,1998,7164
ME,1997,8324
ME,1996,8052
ME,1995,8076
ME,1994,8210
ME,1993,8332
ME,1992,8363
ME,1991,7664
ME,1990,7486
ME,1989,8570
ME,1988,8084
ME,1987,8033
ME,1986,8208
ME,1985,8329
ME,1984,7927
ME,1983,7654
ME,1982,8321
ME,1981,7806
ME,1980,8483
ME,1979,7753
ME,1978,8587
ME,1977,8165
ME,1976,8443
ME,1975,8090
ME,1974,8400
ME,1973,7712
ME,1972,8764
ME,1971,8344
ME,1970,8392
ME,1969,8030
ME,1968,8452
ME,1967,8620
ME,1966,8022
ME,1965,8515
ME,1964,8294
ME,1963,8503
ME,1962,8656
ME,1961,8169
ME,1960,7973
MI,2022,6708
MI,2021,6079
MI,2020,6276
MI,2019,6963
MI,2018,6854
MI,2017,6225
MI,2016,6156
MI,2015,6713
MI,2014,7670
MI,2013,7009
MI,2012,5774
MI,2011,6727
MI,2010,6401
MI,2009,7029
MI,2008,7073
MI,2007,6554
MI,2006,6159
MI,2005,6793
MI,2004,6774
MI,2003,7132
MI,2002,6657
MI,2001,6272
MI,2000,6777
MI,1999,6505
MI,1998,5766
MI,1997,7248
MI,1996,7502
MI,1995,7253
MI,1994,7110
MI,1993,7362
MI,1992,7124
MI,1991,6505
MI,1990,6396
MI,1989,7514
MI,1988,7154
MI,1987,6426
MI,1986,6911
MI,1985,7117
MI,1984,7119
MI,1983,7078
MI,1982,7246
MI,1981,7216
MI,1980,7579
MI,1979,7511
MI,1978,7741
MI,1977,7176
MI,1976,7593
MI,1975,6949
MI,1974,7225
MI,1973,6575
MI,1972,7662
MI,1971,7019
MI,1970,7272
MI,1969,7333
MI,1968,7112
MI,1967,7416
MI,1966,7428
MI,1965,7246
MI,1964,6859
MI,1963,7513
MI,1962,7437
MI,1961,7101
MI,1960,7356
MN,2022,9123
MN,2021,7826
MN,2020,8310
MN,2019,9326
MN,2018,9008
MN,2017,8145
MN,2016,7594
MN,2015,7889
MN,2014,9627
MN,2013,9372
MN,2012,7387
MN,2011,8472
MN,2010,8191
MN,2009,8920
MN,2008,9272
MN,2007,8298
MN,2006,7651
MN,2005,8127
MN,2004,8447
MN,2003,8601
MN,2002,8478
MN,2001,8100
MN,2000,8447
MN,1999,7868
MN,1998,7412
MN,1997,8876
MN,1996,9865
MN,1995,9077
MN,1994,8736
MN,1993,9347
MN,1992,8554
MN,1991,8634
MN,1990,8201
MN,1989,9457
MN,1988,8882
MN,1987,7399
MN,1986,8567
MN,1985,9426
MN,1984,8752
MN,1983,8905
MN,1982,9388
MN,1981,8271
MN,1980,8931
MN,1979,9754
MN,1978,9437
MN,1977,8756
MN,1976,9133
MN,1975,9139
MN,1974,9007
MN,1973,8345
MN,1972,9931
MN,1971,9185
MN,1970,9475
MN,1969,9240
MN,1968,8755
MN,1967,9360
MN,1966,9574
MN,1965,9606
MN,1964,8745
MN,1963,8830
MN,1962,9115
MN,1961,8769
MN,1960,9142
MO,2022,5216
MO,2021,4645
MO,2020,4765
MO,2019,5182
MO,2018,5320
MO,2017,4291
MO,2016,4399
MO,2015,4728
MO,2014,5700
MO,2013,5461
MO,2012,4079
MO,2011,4998
MO,2010,5244
MO,2009,5183
MO,2008,5462
MO,2007,4845
MO,2006,4446
MO,2005,4782
MO,2004,4813
MO,2003,5127
MO,2002,5016
MO,2001,4772
MO,2000,5072
MO,1999,4568
MO,1998,4482
MO,1997,5365
MO,1996,5633
MO,1995,5327
MO,1994,5005
MO,1993,5680
MO,1992,4833
MO,1991,4814
MO,1990,4560
MO,1989,5479
MO,1988,5292
MO,1987,4688
MO,1986,4833
MO,1985,5627
MO,1984,5177
MO,1983,5569
MO,1982,5425
MO,1981,4991
MO,1980,5440
MO,1979,5941
MO,1978,5981
MO,1977,5312
MO,1976,5369
MO,1975,5130
MO,1974,5040
MO,1973,4941
MO,1972,5456
MO,1971,5059
MO,1970,5375
MO,1969,5569
MO,1968,5470
MO,1967,5131
MO,1966,5445
MO,1965,4986
MO,1964,4981
MO,1963,5390
MO,1962,5470
MO,1961,5413
MO,1960,5669
MS,2022,2355
MS,2021,2162
MS,2020,1983
MS,2019,2276
MS,2018,2469
MS,2017,1818
MS,2016,2091
MS,2015,2165
MS,2014,2877
MS,2013,2602
MS,2012,1957
MS,2011,2409
MS,2010,2971
MS,2009,2477
MS,2008,2520
MS,2007,2223
MS,2006,2237
MS,2005,2344
MS,2004,2339
MS,2003,2571
MS,2002,2498
MS,2001,2386
MS,2000,2524
MS,1999,2144
MS,1998,2139
MS,1997,2589
MS,1996,2604
MS,1995,2525
MS,1994,2354
MS,1993,2746
MS,1992,2486
MS,1991,2334
MS,1990,2025
MS,1989,2646
MS,1988,2728
MS,1987,2531
MS,1986,2351
MS,1985,2656
MS,1984,2446
MS,1983,2985
MS,1982,2354
MS,1981,2704
MS,1980,2860
MS,1979,2987
MS,1978,3052
MS,1977,2822
MS,1976,2899
MS,1975,2406
MS,1974,2274
MS,1973,2457
MS,1972,2483
MS,1971,2463
MS,1970,2844
MS,1969,2879
MS,1968,3050
MS,1967,2501
MS,1966,2779
MS,1965,2466
MS,1964,2630
MS,1963,2960
MS,1962,2678
MS,1961,2609
MS,1960,3032
MT,2022,8821
MT,2021,8203
MT,2020,8300
MT,2019,9290
MT,2018,8739
MT,2017,8448
MT,2016,7890
MT,2015,7708
MT,2014,8613
MT,2013,8569
MT,2012,8008
MT,2011,8868
MT,2010,8712
MT,2009,8948
MT,2008,8959
MT,2007,8199
MT,2006,8106
MT,2005,8455
MT,2004,8312
MT,2003,8327
MT,2002,8989
MT,2001,8270
MT,2000,8651
MT,1999,8112
MT,1998,8276
MT,1997,8774
MT,1996,9544
MT,1995,8784
MT,1994,8421
MT,1993,9448
MT,1992,8171
MT,1991,8607
MT,1990,8601
MT,1989,9119
MT,1988,8196
MT,1987,8018
MT,1986,8420
MT,1985,9814
MT,1984,9027
MT,1983,8910
MT,1982,9640
MT,1981,8202
MT,1980,8741
MT,1979,9291
MT,1978,9630
MT,1977,8910
MT,1976,8614
MT,1975,9703
MT,1974,8640
MT,1973,8849
MT,1972,9400
MT,1971,9299
MT,1970,9265
MT,1969,9372
MT,1968,9173
MT,1967,8834
MT,1966,8872
MT,1965,9286
MT,1964,9304
MT,1963,8612
MT,1962,8903
MT,1961,8624
MT,1960,9098
NC,2022,3286
NC,2021,3104
NC,2020,2904
NC,2019,3064
NC,2018,3405
NC,2017,2896
NC,2016,3154
NC,2015,3150
NC,2014,3716
NC,2013,3533
NC,2012,2955
NC,2011,3237
NC,2010,3882
NC,2009,3530
NC,2008,3415
NC,2007,3116
NC,2006,3135
NC,2005,3461
NC,2004,3397
NC,2003,3520
NC,2002,3326
NC,2001,3208
NC,2000,3660
NC,1999,3213
NC,1998,3037
NC,1997,3583
NC,1996,3823
NC,1995,3670
NC,1994,3370
NC,1993,3718
NC,1992,3546
NC,1991,3149
NC,1990,2763
NC,1989,3688
NC,1988,3993
NC,1987,3804
NC,1986,3335
NC,1985,3377
NC,1984,3495
NC,1983,3883
NC,1982,3528
NC,1981,4033
NC,1980,3938
NC,1979,3737
NC,1978,4000
NC,1977,3849
NC,1976,3807
NC,1975,3361
NC,1974,3235
NC,1973,3490
NC,1972,3576
NC,1971,3546
NC,1970,3721
NC,1969,4122
NC,1968,4031
NC,1967,3705
NC,1966,4025
NC,1965,3670
NC,1964,3651
NC,1963,4019
NC,1962,3889
NC,1961,3715
NC,1960,4095
OH,2022,5698
OH,2021,5213
OH,2020,5250
OH,2019,5571
OH,2018,5765
OH,2017,5072
OH,2016,5238
OH,2015,5674
OH,2014,6450
OH,2013,5903
OH,2012,4985
OH,2011,5559
OH,2010,5867
OH,2009,5907
OH,2008,5997
OH,2007,5550
OH,2006,5229
OH,2005,5848
OH,2004,5689
OH,2003,6044
OH,2002,5553
OH,2001,5337
OH,2000,5861
OH,1999,5533
OH,1998,4853
OH,1997,6070
OH,1996,6314
OH,1995,6220
OH,1994,5999
OH,1993,6111
OH,1992,5879
OH,1991,5335
OH,1990,5134
OH,1989,6346
OH,1988,6245
OH,1987,5564
OH,1986,5655
OH,1985,5982
OH,1984,6069
OH,1983,5999
OH,1982,6012
OH,1981,6311
OH,1980,6551
OH,1979,6462
OH,1978,6839
OH,1977,6312
OH,1976,6464
OH,1975,5839
OH,1974,5937
OH,1973,5510
OH,1972,6347
OH,1971,6017
OH,1970,6119
OH,1969,6412
OH,1968,6300
OH,1967,6220
OH,1966,6468
OH,1965,6029
OH,1964,5898
OH,1963,6603
OH,1962,6407
OH,1961,6173
OH,1960,6454
OK,2022,3669
OK,2021,3346
OK,2020,3264
OK,2019,3742
OK,2018,3827
OK,2017,2922
OK,2016,3039
OK,2015,3414
OK,2014,3949
OK,2013,4000
OK,2012,2868
OK,2011,3595
OK,2010,3777
OK,2009,3681
OK,2008,3675
OK,2007,3541
OK,2006,3018
OK,2005,3358
OK,2004,3343
OK,2003,3613
OK,2002,3748
OK,2001,3494
OK,2000,3703
OK,1999,3082
OK,1998,3382
OK,1997,3830
OK,1996,3888
OK,1995,3628
OK,1994,3610
OK,1993,4170
OK,1992,3394
OK,1991,3502
OK,1990,3360
OK,1989,3975
OK,1988,3865
OK,1987,3655
OK,1986,3429
OK,1985,4112
OK,1984,3771
OK,1983,4298
OK,1982,3844
OK,1981,3510
OK,1980,3852
OK,1979,4384
OK,1978,4418
OK,1977,3658
OK,1976,3807
OK,1975,3799
OK,1974,3573
OK,1973,3732
OK,1972,3909
OK,1971,3672
OK,1970,3974
OK,1969,3944
OK,1968,4021
OK,1967,3500
OK,1966,3920
OK,1965,3492
OK,1964,3665
OK,1963,3817
OK,1962,3788
OK,1961,3873
OK,1960,4144
OR,2022,5291
OR,2021,5068
OR,2020,5042
OR,2019,5426
OR,2018,5057
OR,2017,5370
OR,2016,4883
OR,2015,4495
OR,2014,4740
OR,2013,5419
OR,2012,5425
OR,2011,5857
OR,2010,5399
OR,2009,5567
OR,2008,5730
OR,2007,5494
OR,2006,5272
OR,2005,5261
OR,2004,5018
OR,2003,5013
OR,2002,5326
OR,2001,5365
OR,2000,5468
OR,1999,5471
OR,1998,5282
OR,1997,5232
OR,1996,5390
OR,1995,5002
OR,1994,5336
OR,1993,5702
OR,1992,4647
OR,1991,5370
OR,1990,5514
OR,1989,5532
OR,1988,5306
OR,1987,5026
OR,1986,5169
OR,1985,6232
OR,1984,5793
OR,1983,5440
OR,1982,5884
OR,1981,5287
OR,1980,5538
OR,1979,5465
OR,1978,5570
OR,1977,5601
OR,1976,5723
OR,1975,5832
OR,1974,5546
OR,1973,5498
OR,1972,5753
OR,1971,6056
OR,1970,5607
OR,1969,5702
OR,1968,5472
OR,1967,5382
OR,1966,5385
OR,1965,5475
OR,1964,6015
OR,1963,5604
OR,1962,5709
OR,1961,5422
OR,1960,5688
PA,2022,5707
PA,2021,5231
PA,2020,5186
PA,2019,5590
PA,2018,5760
PA,2017,5253
PA,2016,5375
PA,2015,5705
PA,2014,6290
PA,2013,5832
PA,2012,5011
PA,2011,5458
PA,2010,5625
PA,2009,5864
PA,2008,5800
PA,2007,5661
PA,2006,5190
PA,2005,5873
PA,2004,5759
PA,2003,6150
PA,2002,5531
PA,2001,5508
PA,2000,5909
PA,1999,5577
PA,1998,4930
PA,1997,6032
PA,1996,6263
PA,1995,6094
PA,1994,6165
PA,1993,6115
PA,1992,6124
PA,1991,5392
PA,1990,5151
PA,1989,6323
PA,1988,6298
PA,1987,5878
PA,1986,5883
PA,1985,5851
PA,1984,6029
PA,1983,6021
PA,1982,6080
PA,1981,6310
PA,1980,6411
PA,1979,6201
PA,1978,6654
PA,1977,6216
PA,1976,6425
PA,1975,5856
PA,1974,5945
PA,1973,5652
PA,1972,6359
PA,1971,6081
PA,1970,6241
PA,1969,6332
PA,1968,6323
PA,1967,6457
PA,1966,6450
PA,1965,6251
PA,1964,6107
PA,1963,6556
PA,1962,6501
PA,1961,6294
PA,1960,6402
RI,2022,5413
RI,2021,5220
RI,2020,5184
RI,2019,5841
RI,2018,5639
RI,2017,5428
RI,2016,5354
RI,2015,5880
RI,2014,6021
RI,2013,5827
RI,2012,5005
RI,2011,5479
RI,2010,5434
RI,2009,5961
RI,2008,5735
RI,2007,5869
RI,2006,5320
RI,2005,6092
RI,2004,6113
RI,2003,6347
RI,2002,5603
RI,2001,5570
RI,2000,6003
RI,1999,5466
RI,1998,5237
RI,1997,6082
RI,1996,6186
RI,1995,6003
RI,1994,6143
RI,1993,6195
RI,1992,6326
RI,1991,5475
RI,1990,5382
RI,1989,6429
RI,1988,6336
RI,1987,6149
RI,1986,6108
RI,1985,6130
RI,1984,5995
RI,1983,5920
RI,1982,6274
RI,1981,6320
RI,1980,6466
RI,1979,5954
RI,1978,6729
RI,1977,6184
RI,1976,6458
RI,1975,5932
RI,1974,6177
RI,1973,5695
RI,1972,6514
RI,1971,6265
RI,1970,6509
RI,1969,6315
RI,1968,6432
RI,1967,6659
RI,1966,6344
RI,1965,6507
RI,1964,6266
RI,1963,6472
RI,1962,6719
RI,1961,6379
RI,1960,6365
ND,2022,9856
ND,2021,8373
ND,2020,8860
ND,2019,10201
ND,2018,9658
ND,2017,8828
ND,2016,8003
ND,2015,8350
ND,2014,9812
ND,2013,10045
ND,2012,8172
ND,2011,9288
ND,2010,9145
ND,2009,9959
ND,2008,9782
ND,2007,8991
ND,2006,8278
ND,2005,8688
ND,2004,9178
ND,2003,9312
ND,2002,9242
ND,2001,8749
ND,2000,9128
ND,1999,8434
ND,1998,8449
ND,1997,9376
ND,1996,10791
ND,1995,9714
ND,1994,9443
ND,1993,9908
ND,1992,8916
ND,1991,8824
ND,1990,8627
ND,1989,9869
ND,1988,9016
ND,1987,7783
ND,1986,8871
ND,1985,10018
ND,1984,9232
ND,1983,9307
ND,1982,10206
ND,1981,8386
ND,1980,9135
ND,1979,10513
ND,1978,10178
ND,1977,9187
ND,1976,9214
ND,1975,9690
ND,1974,9575
ND,1973,8895
ND,1972,10331
ND,1971,9815
ND,1970,10187
ND,1969,9984
ND,1968,9553
ND,1967,9731
ND,1966,10244
ND,1965,10279
ND,1964,9584
ND,1963,8951
ND,1962,9524
ND,1961,9290
ND,1960,9731
NE,2022,6403
NE,2021,5825
NE,2020,6049
NE,2019,6863
NE,2018,6816
NE,2017,5807
NE,2016,5557
NE,2015,5780
NE,2014,6694
NE,2013,6718
NE,2012,5356
NE,2011,6497
NE,2010,6473
NE,2009,6686
NE,2008,6896
NE,2007,6251
NE,2006,5647
NE,2005,5924
NE,2004,6000
NE,2003,6245
NE,2002,6259
NE,2001,5999
NE,2000,6214
NE,1999,5729
NE,1998,5876
NE,1997,6551
NE,1996,7178
NE,1995,6577
NE,1994,6373
NE,1993,7203
NE,1992,6041
NE,1991,6176
NE,1990,6007
NE,1989,6707
NE,1988,6340
NE,1987,5682
NE,1986,5975
NE,1985,7030
NE,1984,6653
NE,1983,7072
NE,1982,7072
NE,1981,5934
NE,1980,6492
NE,1979,7337
NE,1978,7547
NE,1977,6276
NE,1976,6474
NE,1975,6854
NE,1974,6334
NE,1973,6491
NE,1972,6944
NE,1971,6653
NE,1970,6781
NE,1969,7147
NE,1968,6669
NE,1967,6530
NE,1966,6923
NE,1965,6759
NE,1964,6485
NE,1963,6387
NE,1962,6743
NE,1961,6861
NE,1960,7221
NH,2022,7065
NH,2021,6788
NH,2020,6906
NH,2019,7725
NH,2018,7426
NH,2017,7100
NH,2016,6921
NH,2015,7599
NH,2014,7795
NH,2013,7470
NH,2012,6587
NH,2011,7185
NH,2010,6831
NH,2009,7761
NH,2008,7534
NH,2007,7671
NH,2006,6864
NH,2005,7597
NH,2004,7716
NH,2003,8041
NH,2002,7285
NH,2001,7273
NH,2000,7688
NH,1999,7060
NH,1998,6748
NH,1997,7958
NH,1996,7800
NH,1995,7749
NH,1994,7934
NH,1993,7937
NH,1992,8093
NH,1991,7211
NH,1990,7108
NH,1989,8185
NH,1988,7967
NH,1987,7746
NH,1986,7799
NH,1985,7922
NH,1984,7650
NH,1983,7494
NH,1982,8056
NH,1981,7731
NH,1980,8236
NH,1979,7599
NH,1978,8376
NH,1977,7828
NH,1976,8230
NH,1975,7709
NH,1974,7969
NH,1973,7382
NH,1972,8385
NH,1971,8038
NH,1970,8050
NH,1969,7865
NH,1968,8172
NH,1967,8309
NH,1966,8002
NH,1965,8147
NH,1964,8017
NH,1963,8138
NH,1962,8355
NH,1961,7873
NH,1960,7902
NJ,2022,5082
NJ,2021,4757
NJ,2020,4615
NJ,2019,5090
NJ,2018,5192
NJ,2017,4777
NJ,2016,4842
NJ,2015,5185
NJ,2014,5630
NJ,2013,5259
NJ,2012,4450
NJ,2011,4889
NJ,2010,5018
NJ,2009,5301
NJ,2008,5162
NJ,2007,5154
NJ,2006,4625
NJ,2005,5401
NJ,2004,5288
NJ,2003,5700
NJ,2002,4975
NJ,2001,5034
NJ,2000,5411
NJ,1999,5061
NJ,1998,4545
NJ,1997,5476
NJ,1996,5684
NJ,1995,5526
NJ,1994,5593
NJ,1993,5606
NJ,1992,5672
NJ,1991,4891
NJ,1990,4686
NJ,1989,5785
NJ,1988,5854
NJ,1987,5500
NJ,1986,5429
NJ,1985,5361
NJ,1984,5503
NJ,1983,5469
NJ,1982,5634
NJ,1981,5769
NJ,1980,5863
NJ,1979,5577
NJ,1978,6122
NJ,1977,5677
NJ,1976,5873
NJ,1975,5289
NJ,1974,5469
NJ,1973,5188
NJ,1972,5871
NJ,1971,5613
NJ,1970,5851
NJ,1969,5839
NJ,1968,5843
NJ,1967,6056
NJ,1966,5911
NJ,1965,5861
NJ,1964,5633
NJ,1963,5990
NJ,1962,6026
NJ,1961,5846
NJ,1960,5848
NM,2022,4584
NM,2021,4187
NM,2020,4166
NM,2019,4575
NM,2018,4264
NM,2017,3779
NM,2016,4134
NM,2015,4332
NM,2014,4293
NM,2013,4793
NM,2012,4112
NM,2011,4652
NM,2010,4597
NM,2009,4468
NM,2008,4625
NM,2007,4529
NM,2006,4366
NM,2005,4339
NM,2004,4613
NM,2003,4198
NM,2002,4569
NM,2001,4489
NM,2000,4336
NM,1999,4324
NM,1998,4595
NM,1997,4884
NM,1996,4364
NM,1995,4369
NM,1994,4565
NM,1993,4737
NM,1992,4923
NM,1991,4881
NM,1990,4778
NM,1989,4473
NM,1988,4880
NM,1987,5102
NM,1986,4562
NM,1985,4843
NM,1984,4992
NM,1983,4995
NM,1982,4951
NM,1981,4400
NM,1980,4780
NM,1979,5127
NM,1978,4737
NM,1977,4743
NM,1976,5143
NM,1975,5258
NM,1974,4890
NM,1973,5254
NM,1972,4722
NM,1971,5054
NM,1970,5093
NM,1969,4846
NM,1968,5069
NM,1967,4750
NM,1966,5008
NM,1965,4880
NM,1964,5369
NM,1963,4732
NM,1962,4729
NM,1961,5086
NM,1960,5143
NV,2022,3502
NV,2021,3284
NV,2020,3274
NV,2019,3770
NV,2018,3290
NV,2017,3101
NV,2016,3185
NV,2015,3076
NV,2014,2912
NV,2013,3631
NV,2012,3196
NV,2011,3823
