year,stateId,REPRB,RERCB,RETCB,hdd
2003,MT,41954.0,1182.0,42039.0,8327
2002,MT,43959.0,1125.0,44049.0,8989
2001,MT,34795.0,1110.0,34881.0,8270
2000,MT,48460.0,1925.0,48460.0,8651
1999,MT,62847.0,1792.0,62836.0,8112
1998,MT,52877.0,1722.0,52849.0,8276
1997,MT,62159.0,1933.0,62094.0,8774
1996,MT,63002.0,1831.0,62959.0,9544
1995,MT,53403.0,1764.0,53342.0,8784
1994,MT,38247.0,1764.0,38106.0,8421
1993,MT,42671.0,1856.0,42724.0,9448
1992,MT,38588.0,2005.0,38500.0,8171
1991,MT,58291.0,1913.0,58187.0,8607
1990,MT,,,48460.0,8601
1989,MT,,,,9119
1988,MT,,,,8196
1987,MT,,,,8018
1986,MT,,,,8420
1985,MT,,,,9814
1984,MT,,,,9027
1983,MT,,,,8910
1982,MT,,,,9640
1981,MT,,,,8202
1980,MT,,,,8741
1979,MT,,,,9291
1978,MT,,,,9630
1977,MT,,,,8910
1976,MT,,,,8614
1975,MT,,,,9703
1974,MT,,,,8640
1973,MT,,,,8849
1972,MT,,,,9400
1971,MT,,,,9299
1970,MT,,,,9265
1969,MT,,,,9372
1968,MT,,,,9173
1967,MT,,,,8834
1966,MT,,,,8872
1965,MT,,,,9286
1964,MT,,,,9304
1963,MT,,,,8612
1962,MT,,,,8903
1961,MT,,,,8624
1960,MT,,,,9098
2022,NC,181170.0,9501.0,192198.0,3286
2021,NC,182433.0,8385.0,194604.0,3104
2020,NC,187618.0,7922.0,199763.0,2904
2019,NC,174743.0,10630.0,196249.0,3064
2018,NC,172150.0,11717.0,193521.0,3405
2017,NC,159944.0,8981.0,184436.0,2896
2016,NC,152881.0,9975.0,175777.0,3154
2015,NC,133363.0,11452.0,170230.0,3150
2014,NC,140087.0,20574.0,175197.0,3716
2013,NC,147553.0,20320.0,183546.0,3533
2012,NC,129293.0,15846.0,162733.0,2955
2011,NC,132128.0,18651.0,163785.0,3237
2010,NC,128088.0,19215.0,159532.0,3882
2009,NC,115960.0,17882.0,147000.0,3530
2008,NC,123468.0,17756.0,147617.0,3415
2007,NC,93807.0,15816.0,98099.0,3116
2006,NC,111786.0,14270.0,114873.0,3135
2005,NC,109727.0,15905.0,111931.0,3461
2004,NC,103900.0,11039.0,111731.0,3397
2003,NC,133211.0,10750.0,140514.0,3520
2002,NC,101615.0,10174.0,107182.0,3326
2001,NC,109382.0,10020.0,113906.0,3208
2000,NC,114931.0,14575.0,118207.0,3660
1999,NC,114627.0,13572.0,117528.0,3213
1998,NC,120693.0,13220.0,124075.0,3037
1997,NC,126557.0,14834.0,129323.0,3583
1996,NC,130134.0,18706.0,132874.0,3823
1995,NC,130618.0,18014.0,130716.0,3670
1994,NC,137151.0,18007.0,138184.0,3370
1993,NC,122911.0,18966.0,123182.0,3718
1992,NC,119723.0,13175.0,119993.0,3546
1991,NC,96191.0,12559.0,96609.0,3149
1990,NC,,,121053.0,2763
1989,NC,,,,3688
1988,NC,,,,3993
1987,NC,,,,3804
1986,NC,,,,3335
1985,NC,,,,3377
1984,NC,,,,3495
1983,NC,,,,3883
1982,NC,,,,3528
1981,NC,,,,4033
1980,NC,,,,3938
1979,NC,,,,3737
1978,NC,,,,4000
1977,NC,,,,3849
1976,NC,,,,3807
1975,NC,,,,3361
1974,NC,,,,3235
1973,NC,,,,3490
1972,NC,,,,3576
1971,NC,,,,3546
1970,NC,,,,3721
1969,NC,,,,4122
1968,NC,,,,4031
1967,NC,,,,3705
1966,NC,,,,4025
1965,NC,,,,3670
1964,NC,,,,3651
1963,NC,,,,4019
1962,NC,,,,3889
1961,NC,,,,3715
1960,NC,,,,4095
2022,OH,154296.0,21202.0,144632.0,5698
2021,OH,149818.0,18444.0,138807.0,5213
2020,OH,140720.0,17363.0,131072.0,5250
2019,OH,158794.0,24346.0,145043.0,5571
2018,OH,159994.0,24583.0,145834.0,5765
2017,OH,154851.0,20983.0,144058.0,5072
2016,OH,155499.0,21799.0,148002.0,5238
2015,OH,154186.0,24478.0,146779.0,5674
2014,OH,156342.0,27270.0,152610.0,6450
2013,OH,144431.0,26967.0,149023.0,5903
2012,OH,131203.0,21321.0,134404.0,4985
2011,OH,135329.0,24762.0,134243.0,5559
2010,OH,122602.0,25512.0,126291.0,5867
2009,OH,93640.0,23683.0,111222.0,5907
2008,OH,108120.0,24946.0,113691.0,5997
2007,OH,59329.0,22192.0,81539.0,5550
2006,OH,51581.0,19972.0,73079.0,5229
2005,OH,51006.0,22163.0,70260.0,5848
2004,OH,46444.0,17683.0,61983.0,5689
2003,OH,44537.0,17187.0,60214.0,6044
2002,OH,34852.0,16170.0,51832.0,5553
2001,OH,47564.0,15868.0,64850.0,5337
2000,OH,75371.0,11797.0,94967.0,5861
1999,OH,71466.0,11002.0,90671.0,5533
1998,OH,64451.0,10656.0,83194.0,4853
1997,OH,70737.0,11870.0,83483.0,6070
1996,OH,76203.0,17900.0,83243.0,6314
1995,OH,70616.0,17227.0,86216.0,6220
1994,OH,78623.0,17196.0,92928.0,5999
1993,OH,52459.0,18125.0,64688.0,6111
1992,OH,74555.0,34749.0,82355.0,5879
1991,OH,79123.0,33107.0,84217.0,5335
1990,OH,,,,5134
1989,OH,,,,6346
1988,OH,,,,6245
1987,OH,,,,5564
1986,OH,,,,5655
1985,OH,,,,5982
1984,OH,,,,6069
1983,OH,,,,5999
1982,OH,,,,6012
1981,OH,,,,6311
1980,OH,,,,6551
1979,OH,,,,6462
1978,OH,,,,6839
1977,OH,,,,6312
1976,OH,,,,6464
1975,OH,,,,5839
1974,OH,,,,5937
1973,OH,,,,5510
1972,OH,,,,6347
1971,OH,,,,6017
1970,OH,,,,6119
1969,OH,,,,6412
1968,OH,,,,6300
1967,OH,,,,6220
1966,OH,,,,6468
1965,OH,,,,6029
1964,OH,,,,5898
1963,OH,,,,6603
1962,OH,,,,6407
1961,OH,,,,6173
1960,OH,,,,6454
2022,OK,182276.0,3746.0,188573.0,3669
2021,OK,159221.0,2935.0,173942.0,3346
2020,OK,149559.0,2587.0,163061.0,3264
2019,OK,151113.0,4445.0,166037.0,3742
2018,OK,140990.0,4274.0,156755.0,3827
2017,OK,125923.0,2664.0,142171.0,2922
2016,OK,111740.0,3103.0,128552.0,3039
2015,OK,88563.0,4028.0,104506.0,3414
2014,OK,81514.0,6374.0,96417.0,3949
2013,OK,83210.0,6298.0,96281.0,4000
2012,OK,62854.0,4836.0,78764.0,2868
2011,OK,56106.0,5773.0,69912.0,3595
2010,OK,54040.0,5950.0,66382.0,3777
2009,OK,41925.0,5548.0,52897.0,3681
2008,OK,35640.0,3522.0,48202.0,3675
2007,OK,42494.0,3147.0,50786.0,3541
2006,OK,35125.0,2846.0,39644.0,3018
2005,OK,38418.0,3204.0,42340.0,3358
2004,OK,38618.0,3172.0,38712.0,3343
2003,OK,29515.0,3104.0,29563.0,3613
2002,OK,27475.0,2958.0,27533.0,3748
2001,OK,32162.0,2923.0,32198.0,3494
2000,OK,31931.0,3158.0,31931.0,3703
1999,OK,33680.0,2946.0,33680.0,3082
1998,OK,36785.0,2879.0,36785.0,3382
1997,OK,35316.0,3230.0,35316.0,3830
1996,OK,36724.0,6667.0,36724.0,3888
1995,OK,34109.0,6426.0,34109.0,3628
1994,OK,32764.0,6428.0,32764.0,3610
1993,OK,37904.0,6768.0,37904.0,4170
1992,OK,30828.0,4977.0,30828.0,3394
1991,OK,27715.0,4748.0,27715.0,3502
1990,OK,,,,3360
1989,OK,,,,3975
1988,OK,,,,3865
1987,OK,,,,3655
1986,OK,,,,3429
1985,OK,,,,4112
1984,OK,,,,3771
1983,OK,,,,4298
1982,OK,,,,3844
1981,OK,,,,3510
1980,OK,,,,3852
1979,OK,,,,4384
1978,OK,,,,4418
1977,OK,,,,3658
1976,OK,,,,3807
1975,OK,,,,3799
1974,OK,,,,3573
1973,OK,,,,3732
1972,OK,,,,3909
1971,OK,,,,3672
1970,OK,,,,3974
1969,OK,,,,3944
1968,OK,,,,4021
1967,OK,,,,3500
1966,OK,,,,3920
1965,OK,,,,3492
1964,OK,,,,3665
1963,OK,,,,3817
1962,OK,,,,3788
1961,OK,,,,3873
1960,OK,,,,4144
2022,OR,219920.0,21091.0,247484.0,5291
2021,OR,211626.0,19592.0,232754.0,5068
2020,OR,222489.0,19170.0,242400.0,5042
2019,OR,217800.0,29287.0,237262.0,5426
2018,OR,237466.0,26350.0,253230.0,5057
2017,OR,240020.0,24345.0,255735.0,5370
2016,OR,223209.0,22901.0,238210.0,4883
2015,OR,213447.0,22559.0,226237.0,4495
2014,OR,222513.0,20116.0,232220.0,4740
2013,OR,213316.0,19834.0,221913.0,5419
2012,OR,218619.0,15566.0,227925.0,5425
2011,OR,220185.0,18218.0,229596.0,5857
2010,OR,179846.0,18645.0,187672.0,5399
2009,OR,183792.0,17438.0,191183.0,5567
2008,OR,180012.0,12299.0,184457.0,5730
2007,OR,171426.0,11022.0,176655.0,5494
2006,OR,180642.0,9916.0,185689.0,5272
2005,OR,155361.0,10908.0,159529.0,5261
2004,OR,162061.0,16344.0,164444.0,5018
2003,OR,158285.0,15976.0,160519.0,5013
2002,OR,165419.0,15204.0,168348.0,5326
2001,OR,151082.0,14987.0,152624.0,5365
2000,OR,177442.0,9494.0,178605.0,5468
1999,OR,198266.0,8857.0,199304.0,5471
1998,OR,183478.0,8516.0,184703.0,5282
1997,OR,212960.0,9467.0,212960.0,5232
1996,OR,206337.0,10955.0,206337.0,5390
1995,OR,185887.0,10511.0,185887.0,5002
1994,OR,152449.0,10455.0,152449.0,5336
1993,OR,166797.0,10942.0,169830.0,5702
1992,OR,154400.0,9055.0,156161.0,4647
1991,OR,196028.0,8620.0,196028.0,5370
1990,OR,,,,5514
1989,OR,,,,5532
1988,OR,,,,5306
1987,OR,,,,5026
1986,OR,,,,5169
1985,OR,,,,6232
1984,OR,,,,5793
1983,OR,,,,5440
1982,OR,,,,5884
1981,OR,,,,5287
1980,OR,,,,5538
1979,OR,,,,5465
1978,OR,,,,5570
1977,OR,,,,5601
1976,OR,,,,5723
1975,OR,,,,5832
1974,OR,,,,5546
1973,OR,,,,5498
1972,OR,,,,5753
1971,OR,,,,6056
1970,OR,,,,5607
1969,OR,,,,5702
1968,OR,,,,5472
1967,OR,,,,5382
1966,OR,,,,5385
1965,OR,,,,5475
1964,OR,,,,6015
1963,OR,,,,5604
1962,OR,,,,5709
1961,OR,,,,5422
1960,OR,,,,5688
2022,PA,155006.0,30875.0,184808.0,5707
2021,PA,147335.0,25904.0,176687.0,5231
2020,PA,144569.0,25432.0,173403.0,5186
2019,PA,161400.0,36421.0,194234.0,5590
2018,PA,173115.0,38090.0,204632.0,5760
2017,PA,163435.0,30478.0,199016.0,5253
2016,PA,160530.0,30760.0,194704.0,5375
2015,PA,163338.0,37280.0,198268.0,5705
2014,PA,157635.0,30036.0,192757.0,6290
2013,PA,162543.0,29671.0,197364.0,5832
2012,PA,140410.0,23229.0,175668.0,5011
2011,PA,146121.0,27191.0,182675.0,5458
2010,PA,132136.0,27896.0,163922.0,5625
2009,PA,105012.0,25894.0,141945.0,5864
2008,PA,96738.0,18437.0,126094.0,5800
2007,PA,88952.0,16432.0,104390.0,5661
2006,PA,86766.0,14802.0,98779.0,5190
2005,PA,87643.0,16400.0,93044.0,5873
2004,PA,87507.0,14564.0,95159.0,5759
2003,PA,86730.0,14156.0,87398.0,6150
2002,PA,81262.0,13418.0,81861.0,5531
2001,PA,84228.0,13213.0,85729.0,5508
2000,PA,97972.0,14298.0,99079.0,5909
1999,PA,95979.0,13360.0,96960.0,5577
1998,PA,94386.0,13026.0,95530.0,4930
1997,PA,99363.0,14574.0,104346.0,6032
1996,PA,110221.0,25086.0,114722.0,6263
1995,PA,99282.0,24152.0,105281.0,6094
1994,PA,93125.0,24127.0,95054.0,6165
1993,PA,88372.0,25378.0,89126.0,6115
1992,PA,89723.0,29260.0,89723.0,6124
1991,PA,76757.0,27896.0,76757.0,5392
1990,PA,,,,5151
1989,PA,,,,6323
1988,PA,,,,6298
1987,PA,,,,5878
1986,PA,,,,5883
1985,PA,,,,5851
1984,PA,,,,6029
1983,PA,,,,6021
1982,PA,,,,6080
1981,PA,,,,6310
1980,PA,,,,6411
1979,PA,,,,6201
1978,PA,,,,6654
1977,PA,,,,6216
1976,PA,,,,6425
1975,PA,,,,5856
1974,PA,,,,5945
1973,PA,,,,5652
1972,PA,,,,6359
1971,PA,,,,6081
1970,PA,,,,6241
1969,PA,,,,6332
1968,PA,,,,6323
1967,PA,,,,6457
1966,PA,,,,6450
1965,PA,,,,6251
1964,PA,,,,6107
1963,PA,,,,6556
1962,PA,,,,6501
1961,PA,,,,6294
1960,PA,,,,6402
2022,RI,7615.0,1719.0,10914.0,5413
2021,RI,7012.0,1374.0,9682.0,5220
2020,RI,7323.0,1374.0,9835.0,5184
2019,RI,6356.0,2043.0,9395.0,5841
2018,RI,5030.0,1498.0,8414.0,5639
2017,RI,4689.0,1540.0,8290.0,5428
2016,RI,4276.0,1541.0,7843.0,5354
2015,RI,4646.0,1938.0,8229.0,5880
2014,RI,4208.0,1708.0,7689.0,6021
2013,RI,2580.0,1688.0,5983.0,5827
2012,RI,2848.0,1316.0,5900.0,5005
2011,RI,3568.0,1624.0,6795.0,5479
2010,RI,3662.0,1561.0,7118.0,5434
2009,RI,3517.0,1455.0,7370.0,5961
2008,RI,2913.0,714.0,6254.0,5735
2007,RI,2731.0,634.0,6349.0,5869
2006,RI,2570.0,572.0,5370.0,5320
2005,RI,831.0,634.0,1875.0,6092
2004,RI,3807.0,2136.0,4497.0,6113
2003,RI,3745.0,2087.0,3785.0,6347
2002,RI,3673.0,1985.0,3710.0,5603
2001,RI,3875.0,1959.0,3876.0,5570
2000,RI,4486.0,2430.0,4486.0,6003
1999,RI,4360.0,2262.0,4360.0,5466
1998,RI,4137.0,2203.0,4137.0,5237
1997,RI,4295.0,2476.0,4295.0,6082
1996,RI,5490.0,3452.0,5490.0,6186
1995,RI,5015.0,3326.0,5015.0,6003
1994,RI,5001.0,3327.0,5001.0,6143
1993,RI,5116.0,3503.0,5116.0,6195
1992,RI,4770.0,3377.0,4770.0,6326
1991,RI,4515.0,3219.0,4515.0,5475
1990,RI,,,,5382
1989,RI,,,,6429
1988,RI,,,,6336
1987,RI,,,,6149
1986,RI,,,,6108
1985,RI,,,,6130
1984,RI,,,,5995
1983,RI,,,,5920
1982,RI,,,,6274
1981,RI,,,,6320
1980,RI,,,,6466
1979,RI,,,,5954
1978,RI,,,,6729
1977,RI,,,,6184
1976,RI,,,,6458
1975,RI,,,,5932
1974,RI,,,,6177
1973,RI,,,,5695
1972,RI,,,,6514
1971,RI,,,,6265
1970,RI,,,,6509
1969,RI,,,,6315
1968,RI,,,,6432
1967,RI,,,,6659
1966,RI,,,,6344
1965,RI,,,,6507
1964,RI,,,,6266
1963,RI,,,,6472
1962,RI,,,,6719
1961,RI,,,,6379
1960,RI,,,,6365
2022,ND,163116.0,1234.0,97751.0,9856
2021,ND,163208.0,944.0,93479.0,8373
2020,ND,142724.0,941.0,90510.0,8860
2019,ND,132333.0,1116.0,85438.0,10201
2018,ND,129993.0,1111.0,84143.0,9658
2017,ND,131210.0,1121.0,85132.0,8828
2016,ND,103943.0,1176.0,67080.0,8003
2015,ND,90946.0,1056.0,58988.0,8350
2014,ND,85175.0,1067.0,57967.0,9812
2013,ND,80205.0,1060.0,53056.0,10045
2012,ND,80223.0,938.0,52191.0,8172
2011,ND,83064.0,980.0,53464.0,9288
2010,ND,70208.0,1010.0,45071.0,9145
2009,ND,56759.0,920.0,35867.0,9959
2008,ND,39739.0,766.0,24528.0,9782
2007,ND,31526.0,664.0,19887.0,8991
2006,ND,13784.0,577.0,13501.0,8278
2005,ND,13110.0,582.0,12557.0,8688
2004,ND,14297.0,1405.0,12511.0,9178
2003,ND,14191.0,1361.0,12237.0,9312
2002,ND,12637.0,1261.0,10991.0,9242
2001,ND,11443.0,1233.0,10285.0,8749
2000,ND,12858.0,1265.0,11741.0,9128
1999,ND,13829.0,1183.0,12906.0,8434
1998,ND,12791.0,1142.0,11747.0,8449
1997,ND,15889.0,1269.0,15086.0,9376
1996,ND,14531.0,1607.0,14272.0,10791
1995,ND,14029.0,1546.0,12956.0,9714
1994,ND,11764.0,1540.0,10675.0,9443
1993,ND,9561.0,1625.0,8499.0,9908
1992,ND,10473.0,1929.0,9616.0,8916
1991,ND,10866.0,1836.0,9772.0,8824
1990,ND,10208.0,,9193.0,8627
1989,ND,,,,9869
1988,ND,,,,9016
1987,ND,,,,7783
1986,ND,,,,8871
1985,ND,,,,10018
1984,ND,,,,9232
1983,ND,,,,9307
1982,ND,,,,10206
1981,ND,,,,8386
1980,ND,,,,9135
1979,ND,,,,10513
1978,ND,,,,10178
1977,ND,,,,9187
1976,ND,,,,9214
1975,ND,,,,9690
1974,ND,,,,9575
1973,ND,,,,8895
1972,ND,,,,10331
1971,ND,,,,9815
1970,ND,,,,10187
1969,ND,,,,9984
1968,ND,,,,9553
1967,ND,,,,9731
1966,ND,,,,10244
1965,ND,,,,10279
1964,ND,,,,9584
1963,ND,,,,8951
1962,ND,,,,9524
1961,ND,,,,9290
1960,ND,,,,9731
2022,NE,327330.0,2265.0,168639.0,6403
2021,NE,316439.0,2315.0,158263.0,5825
2020,NE,285098.0,2286.0,145728.0,6049
2019,NE,324704.0,3637.0,156693.0,6863
2018,NE,320007.0,3348.0,150870.0,6816
2017,NE,317718.0,2360.0,148750.0,5807
2016,NE,303787.0,2765.0,141423.0,5557
2015,NE,288409.0,2923.0,135818.0,5780
2014,NE,283984.0,3496.0,132152.0,6694
2013,NE,260223.0,3459.0,120479.0,6718
2012,NE,257929.0,2771.0,117463.0,5356
2011,NE,281007.0,3552.0,127726.0,6497
2010,NE,269408.0,3104.0,122683.0,6473
2009,NE,173659.0,2881.0,81781.0,6686
2008,NE,173420.0,2736.0,81198.0,6896
2007,NE,126304.0,2434.0,60567.0,6251
2006,NE,95559.0,2187.0,47746.0,5647
2005,NE,88457.0,2419.0,45336.0,5924
2004,NE,85344.0,3169.0,45858.0,6000
2003,NE,67120.0,3087.0,38720.0,6245
2002,NE,62937.0,2915.0,36751.0,6259
2001,NE,62354.0,2874.0,35615.0,5999
2000,NE,57269.0,2876.0,33498.0,6214
1999,NE,56059.0,2678.0,32897.0,5729
1998,NE,53159.0,2603.0,31247.0,5876
1997,NE,51014.0,2916.0,30558.0,6551
1996,NE,42234.0,3730.0,27325.0,7178
1995,NE,37083.0,3591.0,23542.0,6577
1994,NE,20292.0,3588.0,15661.0,6373
1993,NE,15413.0,3775.0,13949.0,7203
1992,NE,12166.0,4481.0,13687.0,6041
1991,NE,10274.0,4270.0,12098.0,6176
1990,NE,,,11735.0,6007
1989,NE,,,,6707
1988,NE,,,,6340
1987,NE,,,,5682
1986,NE,,,,5975
1985,NE,,,,7030
1984,NE,,,,6653
1983,NE,,,,7072
1982,NE,,,,7072
1981,NE,,,,5934
1980,NE,,,,6492
1979,NE,,,,7337
1978,NE,,,,7547
1977,NE,,,,6276
1976,NE,,,,6474
1975,NE,,,,6854
1974,NE,,,,6334
1973,NE,,,,6491
1972,NE,,,,6944
1971,NE,,,,6653
1970,NE,,,,6781
1969,NE,,,,7147
1968,NE,,,,6669
1967,NE,,,,6530
1966,NE,,,,6923
1965,NE,,,,6759
1964,NE,,,,6485
1963,NE,,,,6387
1962,NE,,,,6743
1961,NE,,,,6861
1960,NE,,,,7221
2022,NH,34320.0,10386.0,39952.0,7065
2021,NH,33153.0,8556.0,38801.0,6788
2020,NH,33157.0,8687.0,38691.0,6906
2019,NH,44889.0,13890.0,51278.0,7725
2018,NH,45495.0,12990.0,51985.0,7426
2017,NH,48776.0,11503.0,55717.0,7100
2016,NH,46807.0,10394.0,53361.0,6921
2015,NH,51195.0,14069.0,57464.0,7599
2014,NH,44518.0,9606.0,50712.0,7795
2013,NH,41707.0,9483.0,47861.0,7470
2012,NH,35691.0,7284.0,41332.0,6587
2011,NH,35579.0,8688.0,41474.0,7185
2010,NH,35279.0,8952.0,41340.0,6831
2009,NH,34299.0,8344.0,38836.0,7761
2008,NH,29295.0,3722.0,33042.0,7534
2007,NH,26615.0,3323.0,30245.0,7671
2006,NH,23154.0,3004.0,26072.0,6864
2005,NH,29439.0,3372.0,30635.0,7597
2004,NH,26233.0,2693.0,26237.0,7716
2003,NH,20912.0,2618.0,20914.0,8041
2002,NH,21182.0,2489.0,21184.0,7285
2001,NH,23330.0,2454.0,23331.0,7273
2000,NH,28931.0,3020.0,28931.0,7688
1999,NH,29290.0,2810.0,29290.0,7060
1998,NH,29751.0,2735.0,29751.0,6748
1997,NH,31253.0,3074.0,31253.0,7958
1996,NH,34337.0,4220.0,34337.0,7800
1995,NH,30028.0,4066.0,30028.0,7749
1994,NH,30267.0,4056.0,30267.0,7934
1993,NH,32719.0,4270.0,32719.0,7937
1992,NH,32553.0,4080.0,32553.0,8093
1991,NH,29759.0,3889.0,29759.0,7211
1990,NH,,,,7108
1989,NH,,,,8185
1988,NH,,,,7967
1987,NH,,,,7746
1986,NH,,,,7799
1985,NH,,,,7922
1984,NH,,,,7650
1983,NH,,,,7494
1982,NH,,,,8056
1981,NH,,,,7731
1980,NH,,,,8236
1979,NH,,,,7599
1978,NH,,,,8376
1977,NH,,,,7828
1976,NH,,,,8230
1975,NH,,,,7709
1974,NH,,,,7969
1973,NH,,,,7382
1972,NH,,,,8385
1971,NH,,,,8038
1970,NH,,,,8050
1969,NH,,,,7865
1968,NH,,,,8172
1967,NH,,,,8309
1966,NH,,,,8002
1965,NH,,,,8147
1964,NH,,,,8017
1963,NH,,,,8138
1962,NH,,,,8355
1961,NH,,,,7873
1960,NH,,,,7902
2022,NJ,33259.0,9861.0,64998.0,5082
2021,NJ,31232.0,8276.0,63114.0,4757
2020,NJ,30746.0,8068.0,59659.0,4615
2019,NJ,30656.0,8407.0,66311.0,5090
2018,NJ,31667.0,8087.0,67409.0,5192
2017,NJ,30393.0,6987.0,68640.0,4777
2016,NJ,33453.0,6640.0,72286.0,4842
2015,NJ,32843.0,6579.0,69235.0,5185
2014,NJ,42333.0,15748.0,79251.0,5630
2013,NJ,39754.0,15279.0,76177.0,5259
2012,NJ,35246.0,12160.0,69207.0,4450
2011,NJ,34455.0,13791.0,70167.0,4889
2010,NJ,34835.0,13958.0,71776.0,5018
2009,NJ,32290.0,12993.0,64830.0,5301
2008,NJ,22398.0,3493.0,49654.0,5162
2007,NJ,20010.0,3219.0,52226.0,5154
2006,NJ,21420.0,2929.0,47140.0,4625
2005,NJ,19511.0,2919.0,28894.0,5401
2004,NJ,26835.0,10021.0,27208.0,5288
2003,NJ,26325.0,9629.0,26423.0,5700
2002,NJ,28506.0,8944.0,28604.0,4975
2001,NJ,28837.0,8551.0,29874.0,5034
2000,NJ,40148.0,9035.0,40916.0,5411
1999,NJ,39706.0,8456.0,40356.0,5061
1998,NJ,38653.0,8238.0,39413.0,4545
1997,NJ,39140.0,9151.0,40109.0,5476
1996,NJ,41077.0,15683.0,41931.0,5684
1995,NJ,43128.0,15093.0,44140.0,5526
1994,NJ,41317.0,15071.0,41646.0,5593
1993,NJ,36842.0,15806.0,36935.0,5606
1992,NJ,38434.0,18283.0,38434.0,5672
1991,NJ,35811.0,17422.0,35811.0,4891
1990,NJ,,,,4686
1989,NJ,,,,5785
1988,NJ,,,,5854
1987,NJ,,,,5500
1986,NJ,,,,5429
1985,NJ,,,,5361
1984,NJ,,,,5503
1983,NJ,,,,5469
1982,NJ,,,,5634
1981,NJ,,,,5769
1980,NJ,,,,5863
1979,NJ,,,,5577
1978,NJ,,,,6122
1977,NJ,,,,5677
1976,NJ,,,,5873
1975,NJ,,,,5289
1974,NJ,,,,5469
1973,NJ,,,,5188
1972,NJ,,,,5871
1971,NJ,,,,5613
1970,NJ,,,,5851
1969,NJ,,,,5839
1968,NJ,,,,5843
1967,NJ,,,,6056
1966,NJ,,,,5911
1965,NJ,,,,5861
1964,NJ,,,,5633
1963,NJ,,,,5990
1962,NJ,,,,6026
1961,NJ,,,,5846
1960,NJ,,,,5848
2022,NM,78407.0,12136.0,82042.0,4584
2021,NM,55085.0,9472.0,65917.0,4187
2020,NM,42880.0,8666.0,53016.0,4166
2019,NM,45801.0,14017.0,56832.0,4575
2018,NM,40479.0,11813.0,50530.0,4264
2017,NM,31405.0,8509.0,42108.0,3779
2016,NM,27558.0,9566.0,37525.0,4134
2015,NM,21304.0,9258.0,31417.0,4332
2014,NM,23315.0,8358.0,29756.0,4293
2013,NM,22757.0,8222.0,29494.0,4793
2012,NM,20199.0,6323.0,27872.0,4112
2011,NM,20529.0,7536.0,27820.0,4652
2010,NM,20544.0,7622.0,26796.0,4597
2009,NM,19439.0,7105.0,21700.0,4468
2008,NM,22764.0,10058.0,24091.0,4625
2007,NM,22012.0,8995.0,21251.0,4529
2006,NM,19925.0,8163.0,18925.0,4366
2005,NM,17746.0,9185.0,17270.0,4339
2004,NM,8017.0,2433.0,7406.0,4613
2003,NM,7182.0,2428.0,6370.0,4198
2002,NM,6901.0,2361.0,6398.0,4569
2001,NM,6384.0,2376.0,6268.0,4489
2000,NM,7701.0,4002.0,9109.0,4336
1999,NM,7311.0,3800.0,8572.0,4324
1998,NM,6862.0,3752.0,8439.0,4595
1997,NM,7265.0,4179.0,8002.0,4884
1996,NM,6121.0,3801.0,7129.0,4364
1995,NM,7251.0,3692.0,7966.0,4369
1994,NM,7131.0,3697.0,6686.0,4565
1993,NM,7640.0,3857.0,6812.0,4737
1992,NM,7487.0,4032.0,7541.0,4923
1991,NM,7473.0,3868.0,7678.0,4881
1990,NM,,,,4778
1989,NM,,,,4473
1988,NM,,,,4880
1987,NM,,,,5102
1986,NM,,,,4562
1985,NM,,,,4843
1984,NM,,,,4992
1983,NM,,,,4995
1982,NM,,,,4951
1981,NM,,,,4400
1980,NM,,,,4780
1979,NM,,,,5127
1978,NM,,,,4737
1977,NM,,,,4743
1976,NM,,,,5143
1975,NM,,,,5258
1974,NM,,,,4890
1973,NM,,,,5254
1972,NM,,,,4722
1971,NM,,,,5054
1970,NM,,,,5093
1969,NM,,,,4846
1968,NM,,,,5069
1967,NM,,,,4750
1966,NM,,,,5008
1965,NM,,,,4880
1964,NM,,,,5369
1963,NM,,,,4732
1962,NM,,,,4729
1961,NM,,,,5086
1960,NM,,,,5143
2022,NV,61432.0,7463.0,73314.0,3502
2021,NV,52692.0,6122.0,64218.0,3284
2020,NV,48030.0,5483.0,58350.0,3274
2019,NV,47550.0,5910.0,59315.0,3770
2018,NV,43757.0,5363.0,55402.0,3290
2017,NV,39960.0,4241.0,51426.0,3101
2016,NV,36292.0,4059.0,47415.0,3185
2015,NV,30886.0,3620.0,40767.0,3076
2014,NV,27666.0,3552.0,36352.0,2912
2013,NV,27202.0,3448.0,34753.0,3631
2012,NV,23286.0,2926.0,30416.0,3196
2011,NV,20779.0,3150.0,28572.0,3823
2010,NV,20517.0,3206.0,28045.0,3654
2009,NV,19475.0,3035.0,26987.0,3588
2008,NV,16536.0,3310.0,23153.0,3589
2007,NV,16231.0,2990.0,20651.0,3396
2006,NV,16195.0,2719.0,19830.0,3568
2005,NV,14926.0,2842.0,18638.0,3462
2004,NV,15071.0,3188.0,18752.0,3486
2003,NV,14619.0,3122.0,18199.0,3342
2002,NV,16458.0,2984.0,19522.0,3532
2001,NV,17700.0,2918.0,20294.0,3460
2000,NV,18930.0,4228.0,21320.0,3376
1999,NV,20065.0,3897.0,22270.0,3350
1998,NV,21196.0,3711.0,22416.0,3901
1997,NV,19826.0,4035.0,19826.0,3423
1996,NV,17338.0,3288.0,17338.0,3263
1995,NV,16204.0,3133.0,17257.0,3248
