year,stateId,REPRB,RERCB,RETCB,hdd
2022,SC,128184.0,3248.0,143051.0,2502
2021,SC,125590.0,2686.0,141820.0,2373
2020,SC,128471.0,2652.0,141796.0,2164
2019,SC,126976.0,3083.0,143524.0,2336
2018,SC,125620.0,2973.0,143746.0,2612
2017,SC,120629.0,2301.0,140953.0,2089
2016,SC,117849.0,2363.0,137132.0,2391
2015,SC,113404.0,2553.0,136029.0,2366
2014,SC,121280.0,5188.0,142830.0,2938
2013,SC,114914.0,5129.0,137204.0,2708
2012,SC,111031.0,4089.0,130282.0,2189
2011,SC,107698.0,4713.0,126072.0,2515
2010,SC,100289.0,4857.0,119331.0,3211
2009,SC,88228.0,4501.0,107059.0,2767
2008,SC,89306.0,4682.0,99635.0,2659
2007,SC,88885.0,4157.0,87814.0,2350
2006,SC,88493.0,3729.0,88781.0,2388
2005,SC,84851.0,4122.0,86112.0,2684
2004,SC,81271.0,5505.0,81282.0,2643
2003,SC,79189.0,5360.0,79195.0,2744
2002,SC,71243.0,5056.0,71249.0,2591
2001,SC,62093.0,4970.0,62097.0,2427
2000,SC,82051.0,7292.0,82051.0,2918
1999,SC,85469.0,6783.0,85469.0,2472
1998,SC,105738.0,6597.0,105738.0,2311
1997,SC,111865.0,7400.0,111865.0,2685
1996,SC,110726.0,9389.0,110726.0,2971
1995,SC,100846.0,9041.0,100846.0,2832
1994,SC,93678.0,9035.0,93678.0,2536
1993,SC,89878.0,9520.0,89878.0,2930
1992,SC,87708.0,6613.0,87708.0,2746
1991,SC,85812.0,6300.0,85812.0,2442
1990,SC,,,,2053
1989,SC,,,,2753
1988,SC,,,,3103
1987,SC,,,,2942
1986,SC,,,,2490
1985,SC,,,,2626
1984,SC,,,,2676
1983,SC,,,,3147
1982,SC,,,,2623
1981,SC,,,,3182
1980,SC,,,,3129
1979,SC,,,,2929
1978,SC,,,,3126
1977,SC,,,,3048
1976,SC,,,,2995
1975,SC,,,,2529
1974,SC,,,,2398
1973,SC,,,,2724
1972,SC,,,,2637
1971,SC,,,,2731
1970,SC,,,,2934
1969,SC,,,,3297
1968,SC,,,,3285
1967,SC,,,,2784
1966,SC,,,,3145
1965,SC,,,,2803
1964,SC,,,,2882
1963,SC,,,,3188
1962,SC,,,,3028
1961,SC,,,,2856
1960,SC,,,,3287
2022,SD,234233.0,2518.0,130007.0,7954
2021,SD,229971.0,1710.0,127298.0,7036
2020,SD,200633.0,1956.0,109785.0,7376
2019,SD,205851.0,2826.0,110508.0,8627
2018,SD,202209.0,3173.0,106424.0,8202
2017,SD,193359.0,2192.0,100650.0,7218
2016,SD,187695.0,2283.0,99457.0,6806
2015,SD,182086.0,2671.0,94662.0,7002
2014,SD,173960.0,2572.0,92365.0,8178
2013,SD,167188.0,2550.0,87595.0,8285
2012,SD,166503.0,2107.0,89886.0,6568
2011,SD,175625.0,2705.0,95870.0,7885
2010,SD,167998.0,2245.0,87016.0,7737
2009,SD,148574.0,2091.0,75313.0,8099
2008,SD,124231.0,1624.0,61804.0,8267
2007,SD,95833.0,1323.0,49723.0,7421
2006,SD,91761.0,1184.0,48442.0,6917
2005,SD,72430.0,1295.0,40210.0,7158
2004,SD,58958.0,1487.0,35452.0,7187
2003,SD,38636.0,1445.0,28218.0,7529
2002,SD,25723.0,1356.0,22801.0,7605
2001,SD,17555.0,1328.0,17327.0,7458
2000,SD,24066.0,1335.0,24637.0,7563
1999,SD,27110.0,1245.0,27606.0,6865
1998,SD,23776.0,1196.0,24153.0,7067
1997,SD,34628.0,1338.0,35035.0,7969
1996,SD,31577.0,1674.0,31749.0,8896
1995,SD,24738.0,1612.0,25427.0,8007
1994,SD,21677.0,1609.0,22483.0,7802
1993,SD,12370.0,1696.0,13327.0,8531
1992,SD,16030.0,2001.0,16878.0,7397
1991,SD,16672.0,1906.0,17179.0,7362
1990,SD,,,,7214
1989,SD,,,,8150
1988,SD,,,,7635
1987,SD,,,,6660
1986,SD,,,,7453
1985,SD,,,,8487
1984,SD,,,,7908
1983,SD,,,,8151
1982,SD,,,,8452
1981,SD,,,,6976
1980,SD,,,,7586
1979,SD,,,,8670
1978,SD,,,,8835
1977,SD,,,,7735
1976,SD,,,,7709
1975,SD,,,,8222
1974,SD,,,,7559
1973,SD,,,,7596
1972,SD,,,,8589
1971,SD,,,,8209
1970,SD,,,,8414
1969,SD,,,,8415
1968,SD,,,,7945
1967,SD,,,,7922
1966,SD,,,,8391
1965,SD,,,,8274
1964,SD,,,,7874
1963,SD,,,,7520
1962,SD,,,,7995
1961,SD,,,,7977
1960,SD,,,,8387
2022,AK,14235.0,6117.0,15100.0,10035
2021,AK,12773.0,4901.0,13638.0,10976
2020,AK,13148.0,5009.0,14013.0,10781
2019,AK,13035.0,5664.0,13900.0,8998
2018,AK,13790.0,6060.0,14639.0,9632
2017,AK,13256.0,5546.0,14092.0,10451
2016,AK,14509.0,6500.0,15615.0,9286
2015,AK,13599.0,5996.0,13619.0,9810
2014,AK,9480.0,2568.0,12452.0,9582
2013,AK,8940.0,2539.0,9242.0,10397
2012,AK,7954.0,1970.0,7989.0,11702
2011,AK,7523.0,2361.0,8147.0,10909
2010,AK,7793.0,2383.0,7977.0,10624
2009,AK,7238.0,2226.0,7464.0,11023
2008,AK,5363.0,1070.0,5577.0,11628
2007,AK,5674.0,954.0,5923.0,10813
2006,AK,5330.0,866.0,5514.0,11267
2005,AK,6220.0,969.0,6284.0,10098
2004,AK,8523.0,2801.0,8983.0,10296
2003,AK,8751.0,2735.0,8984.0,10163
2002,AK,8191.0,2600.0,8538.0,9959
2001,AK,7654.0,2563.0,8126.0,10598
2000,AK,5403.0,1590.0,5574.0,10363
1999,AK,4648.0,1480.0,5040.0,11591
1998,AK,5737.0,1409.0,6084.0,10527
1997,AK,7520.0,1584.0,8109.0,9956
1996,AK,12417.0,1935.0,13145.0,11064
1995,AK,13038.0,1864.0,13675.0,10047
1994,AK,14299.0,1864.0,14301.0,10379
1993,AK,11564.0,1963.0,11564.0,9451
1992,AK,11938.0,1690.0,11938.0,10769
1991,AK,11063.0,1611.0,11063.0,10266
1990,AK,,,,10961
1989,AK,,,,10622
1988,AK,,,,10008
1987,AK,,,,9766
1986,AK,,,,9804
1985,AK,,,,10619
1984,AK,,,,9667
1983,AK,,,,10194
1982,AK,,,,11339
1981,AK,,,,9557
1980,AK,,,,10654
1979,AK,,,,9525
1978,AK,,,,9219
1977,AK,,,,9481
1976,AK,,,,10447
1975,AK,,,,11382
1974,AK,,,,10770
1973,AK,,,,11753
1972,AK,,,,12106
1971,AK,,,,11935
1970,AK,,,,10219
1969,AK,,,,9964
1968,AK,,,,10724
1967,AK,,,,10607
1966,AK,,,,11681
1965,AK,,,,10656
1964,AK,,,,11603
1963,AK,,,,10364
1962,AK,,,,10766
1961,AK,,,,11413
1960,AK,,,,10249
2022,AL,212636.0,1808.0,232522.0,2612
2021,AL,215294.0,1468.0,237594.0,2396
2020,AL,214546.0,1459.0,234324.0,2284
2019,AL,213309.0,2174.0,233794.0,2398
2018,AL,214046.0,2230.0,235725.0,2694
2017,AL,203874.0,1671.0,230454.0,2129
2016,AL,189860.0,1932.0,218668.0,2353
2015,AL,200689.0,2301.0,226149.0,2427
2014,AL,213006.0,7823.0,236151.0,3134
2013,AL,234604.0,7730.0,257785.0,2825
2012,AL,196813.0,5961.0,220573.0,2209
2011,AL,199843.0,7092.0,223966.0,2667
2010,AL,187020.0,7308.0,210917.0,3318
2009,AL,184955.0,6812.0,194818.0,2798
2008,AL,194472.0,5165.0,198327.0,2808
2007,AL,201934.0,4618.0,202722.0,2521
2006,AL,218965.0,4179.0,219744.0,2534
2005,AL,212778.0,4682.0,213161.0,2691
2004,AL,220522.0,5913.0,223105.0,2637
2003,AL,198409.0,5783.0,199713.0,2806
2002,AL,193025.0,5505.0,193944.0,2774
2001,AL,193688.0,5438.0,195007.0,2656
2000,AL,223807.0,6586.0,223807.0,2802
1999,AL,237321.0,6140.0,237358.0,2458
1998,AL,245383.0,5991.0,245667.0,2415
1997,AL,221323.0,6726.0,221668.0,2854
1996,AL,246596.0,12662.0,246945.0,3004
1995,AL,254541.0,12202.0,256556.0,2871
1994,AL,253626.0,12204.0,255095.0,2607
1993,AL,205838.0,12844.0,207205.0,3028
1992,AL,183912.0,16805.0,186497.0,2818
1991,AL,180028.0,16023.0,181640.0,2552
1990,AL,,,,2234
1989,AL,,,,2916
1988,AL,,,,3042
1987,AL,,,,2806
1986,AL,,,,2611
1985,AL,,,,2900
1984,AL,,,,2750
1983,AL,,,,3278
1982,AL,,,,2622
1981,AL,,,,3126
1980,AL,,,,3174
1979,AL,,,,3184
1978,AL,,,,3317
1977,AL,,,,3161
1976,AL,,,,3275
1975,AL,,,,2687
1974,AL,,,,2517
1973,AL,,,,2742
1972,AL,,,,2725
1971,AL,,,,2803
1970,AL,,,,3112
1969,AL,,,,3285
1968,AL,,,,3371
1967,AL,,,,2793
1966,AL,,,,3071
1965,AL,,,,2766
1964,AL,,,,2931
1963,AL,,,,3265
1962,AL,,,,2992
1961,AL,,,,2888
1960,AL,,,,3347
2022,AR,89967.0,6063.0,88219.0,3508
2021,AR,86121.0,5010.0,87788.0,3254
2020,AR,84223.0,5202.0,90845.0,3190
2019,AR,109532.0,7921.0,108242.0,3454
2018,AR,107784.0,7829.0,106516.0,3623
2017,AR,99437.0,5297.0,104395.0,2761
2016,AR,94512.0,6114.0,106939.0,2990
2015,AR,96786.0,7329.0,108228.0,3326
2014,AR,103703.0,11867.0,115500.0,3974
2013,AR,105035.0,11734.0,116070.0,3747
2012,AR,100792.0,9193.0,111934.0,2751
2011,AR,106324.0,10772.0,116471.0,3369
2010,AR,103007.0,11103.0,115397.0,3724
2009,AR,99078.0,10319.0,104270.0,3552
2008,AR,94860.0,6746.0,96285.0,3654
2007,AR,100787.0,6007.0,100818.0,3226
2006,AR,90859.0,5445.0,90543.0,3051
2005,AR,92357.0,6023.0,92433.0,3180
2004,AR,88854.0,2967.0,88909.0,3199
2003,AR,90085.0,3014.0,90113.0,3493
2002,AR,85388.0,2967.0,85422.0,3546
2001,AR,76364.0,3060.0,76386.0,3322
2000,AR,92540.0,3271.0,92540.0,3565
1999,AR,92463.0,3243.0,92463.0,3002
1998,AR,93780.0,3268.0,93780.0,3083
1997,AR,100134.0,3598.0,100134.0,3670
1996,AR,98639.0,6084.0,98641.0,3770
1995,AR,95272.0,5941.0,95304.0,3503
1994,AR,95675.0,5963.0,95703.0,3372
1993,AR,102546.0,6231.0,102703.0,3962
1992,AR,89182.0,4876.0,89408.0,3369
1991,AR,84909.0,4704.0,85229.0,3308
1990,AR,,,,3066
1989,AR,,,,3753
1988,AR,,,,3757
1987,AR,,,,3432
1986,AR,,,,3296
1985,AR,,,,3768
1984,AR,,,,3524
1983,AR,,,,4085
1982,AR,,,,3604
1981,AR,,,,3546
1980,AR,,,,3855
1979,AR,,,,4143
1978,AR,,,,4185
1977,AR,,,,3690
1976,AR,,,,3734
1975,AR,,,,3543
1974,AR,,,,3317
1973,AR,,,,3407
1972,AR,,,,3650
1971,AR,,,,3439
1970,AR,,,,3791
1969,AR,,,,3810
1968,AR,,,,3947
1967,AR,,,,3381
1966,AR,,,,3762
1965,AR,,,,3336
1964,AR,,,,3463
1963,AR,,,,3721
1962,AR,,,,3666
1961,AR,,,,3656
1960,AR,,,,4050
2022,AZ,74234.0,18328.0,102430.0,2061
2021,AZ,72153.0,14771.0,100293.0,1723
2020,AZ,66319.0,13469.0,91997.0,1834
2019,AZ,67849.0,14926.0,94320.0,2087
2018,AZ,71075.0,12825.0,94629.0,1733
2017,AZ,66841.0,10654.0,90156.0,1473
2016,AZ,62336.0,9806.0,85895.0,1624
2015,AZ,59093.0,9609.0,79229.0,1778
2014,AZ,54242.0,8384.0,73811.0,1578
2013,AZ,41822.0,7712.0,62524.0,2063
2012,AZ,43953.0,6436.0,60623.0,1750
2011,AZ,49678.0,6484.0,66796.0,2152
2010,AZ,40851.0,6293.0,56944.0,2005
2009,AZ,39494.0,5829.0,54870.0,1864
2008,AZ,49583.0,11984.0,64824.0,1970
2007,AZ,40436.0,10800.0,54867.0,1929
2006,AZ,36455.0,9915.0,51429.0,1909
2005,AZ,36004.0,10780.0,49956.0,1860
2004,AZ,35286.0,8856.0,36383.0,2009
2003,AZ,35573.0,8833.0,36695.0,1857
2002,AZ,36653.0,8644.0,37820.0,1968
2001,AZ,37740.0,8768.0,39763.0,2084
2000,AZ,44053.0,12871.0,45505.0,1945
1999,AZ,48375.0,12420.0,49643.0,1823
1998,AZ,52211.0,12329.0,53679.0,2255
1997,AZ,59656.0,13488.0,61559.0,2005
1996,AZ,48324.0,12393.0,50240.0,1716
1995,AZ,46738.0,12060.0,49010.0,1811
1994,AZ,42659.0,12052.0,43382.0,2118
1993,AZ,40473.0,12451.0,40750.0,2061
1992,AZ,41644.0,12771.0,41644.0,2176
1991,AZ,41462.0,12283.0,41462.0,2142
1990,AZ,42902.0,,,2163
1989,AZ,,,,1851
1988,AZ,,,,2025
1987,AZ,,,,2259
1986,AZ,,,,1787
1985,AZ,,,,2217
1984,AZ,,,,2192
1983,AZ,,,,2231
1982,AZ,,,,2248
1981,AZ,,,,1782
1980,AZ,,,,1892
1979,AZ,,,,2372
1978,AZ,,,,2161
1977,AZ,,,,2018
1976,AZ,,,,2166
1975,AZ,,,,2498
1974,AZ,,,,2282
1973,AZ,,,,2495
1972,AZ,,,,2189
1971,AZ,,,,2444
1970,AZ,,,,2299
1969,AZ,,,,2168
1968,AZ,,,,2223
1967,AZ,,,,2244
1966,AZ,,,,2298
1965,AZ,,,,2221
1964,AZ,,,,2688
1963,AZ,,,,2157
1962,AZ,,,,2127
1961,AZ,,,,2215
1960,AZ,,,,2390
2022,CA,543231.0,93435.0,881980.0,2672
2021,CA,528926.0,79125.0,809480.0,2689
2020,CA,510610.0,72157.0,736995.0,2570
2019,CA,560175.0,77692.0,789197.0,2950
2018,CA,507201.0,67666.0,691153.0,2546
2017,CA,537840.0,60966.0,725380.0,2449
2016,CA,462264.0,56441.0,645587.0,2445
2015,CA,391307.0,52144.0,564459.0,2347
2014,CA,407848.0,69155.0,560848.0,2095
2013,CA,399975.0,65030.0,554027.0,2712
2012,CA,377749.0,52834.0,495642.0,2748
2011,CA,422243.0,57752.0,541230.0,3187
2010,CA,370497.0,57789.0,492956.0,3092
2009,CA,340985.0,54136.0,419880.0,2887
2008,CA,321700.0,45016.0,397932.0,2868
2007,CA,328196.0,41341.0,403525.0,2882
2006,CA,388725.0,38204.0,464146.0,3021
2005,CA,361238.0,40437.0,439339.0,2820
2004,CA,352132.0,54022.0,423563.0,2848
2003,CA,357449.0,53320.0,406651.0,2840
2002,CA,347040.0,51918.0,355371.0,2952
2001,CA,318256.0,52116.0,325466.0,2970
2000,CA,364952.0,54412.0,370066.0,2836
1999,CA,367625.0,52678.0,372132.0,3058
1998,CA,387102.0,52502.0,392331.0,3416
1997,CA,369373.0,57150.0,376474.0,2667
1996,CA,396901.0,78781.0,404112.0,2655
1995,CA,410708.0,76661.0,419049.0,2735
1994,CA,353389.0,76603.0,355772.0,3163
1993,CA,414397.0,79413.0,416004.0,2920
1992,CA,377325.0,99842.0,377508.0,2721
1991,CA,371447.0,95513.0,376041.0,3029
1990,CA,379479.0,,,3075
1989,CA,,,,2936
1988,CA,,,,2896
1987,CA,,,,3025
1986,CA,,,,2724
1985,CA,,,,3277
1984,CA,,,,3057
1983,CA,,,,3056
1982,CA,,,,3431
1981,CA,,,,2816
1980,CA,,,,2939
1979,CA,,,,3204
1978,CA,,,,3142
1977,CA,,,,3056
1976,CA,,,,3037
1975,CA,,,,3613
1974,CA,,,,3300
1973,CA,,,,3400
1972,CA,,,,3284
1971,CA,,,,3694
1970,CA,,,,3175
1969,CA,,,,3284
1968,CA,,,,3145
1967,CA,,,,3377
1966,CA,,,,3137
1965,CA,,,,3378
1964,CA,,,,3515
1963,CA,,,,3286
1962,CA,,,,3321
1961,CA,,,,3196
1960,CA,,,,3240
2022,CO,113441.0,15697.0,121106.0,7212
2021,CO,99821.0,11396.0,107850.0,6723
2020,CO,91301.0,10489.0,99477.0,6814
2019,CO,87367.0,15279.0,98381.0,7498
2018,CO,81739.0,13138.0,90772.0,6872
2017,CO,79727.0,12326.0,88446.0,6479
2016,CO,77879.0,12187.0,87203.0,6672
2015,CO,69069.0,12981.0,76213.0,6668
2014,CO,67511.0,11841.0,71763.0,7155
2013,CO,64606.0,11527.0,68186.0,7480
2012,CO,57694.0,8930.0,60524.0,6397
2011,CO,58618.0,10408.0,60203.0,7397
2010,CO,50632.0,10661.0,49451.0,7057
2009,CO,47462.0,9893.0,45676.0,7353
2008,CO,45794.0,7988.0,43086.0,7453
2007,CO,34532.0,7098.0,31003.0,7156
2006,CO,28149.0,6413.0,24920.0,6923
2005,CO,18530.0,7155.0,21105.0,6832
2004,CO,13114.0,5472.0,19744.0,6961
2003,CO,12412.0,5353.0,19324.0,6843
2002,CO,11960.0,5095.0,17922.0,7230
2001,CO,13038.0,5029.0,19783.0,6876
2000,CO,17196.0,8538.0,22119.0,6877
1999,CO,17386.0,7962.0,21743.0,6766
1998,CO,16338.0,7738.0,21478.0,6966
1997,CO,19482.0,8667.0,24693.0,7452
1996,CO,17857.0,7765.0,23186.0,7191
1995,CO,18805.0,7478.0,21823.0,7217
1994,CO,16681.0,7467.0,18625.0,6851
1993,CO,18430.0,7841.0,20448.0,7780
1992,CO,17387.0,8304.0,18597.0,7137
1991,CO,19286.0,7910.0,20012.0,7229
1990,CO,16476.0,,,7203
1989,CO,,,,7289
1988,CO,,,,7364
1987,CO,,,,7241
1986,CO,,,,6881
1985,CO,,,,7789
1984,CO,,,,7808
1983,CO,,,,7760
1982,CO,,,,7660
1981,CO,,,,6679
1980,CO,,,,7305
1979,CO,,,,7858
1978,CO,,,,7658
1977,CO,,,,6993
1976,CO,,,,7398
1975,CO,,,,7752
1974,CO,,,,7459
1973,CO,,,,7852
1972,CO,,,,7563
1971,CO,,,,7696
1970,CO,,,,7651
1969,CO,,,,7542
1968,CO,,,,7716
1967,CO,,,,7416
1966,CO,,,,7509
1965,CO,,,,7580
1964,CO,,,,7824
1963,CO,,,,7052
1962,CO,,,,7369
1961,CO,,,,7808
1960,CO,,,,7664
2022,CT,28147.0,7825.0,38999.0,5627
2021,CT,31660.0,7507.0,41615.0,5410
2020,CT,29356.0,6507.0,38755.0,5344
2019,CT,30697.0,8889.0,42395.0,5937
2018,CT,30892.0,8230.0,42899.0,5739
2017,CT,28295.0,7325.0,42169.0,5440
2016,CT,30864.0,6868.0,44486.0,5364
2015,CT,30165.0,8855.0,43698.0,5938
2014,CT,29188.0,7894.0,41985.0,6205
2013,CT,27138.0,7705.0,40035.0,5930
2012,CT,24732.0,6085.0,36818.0,5028
2011,CT,26961.0,7054.0,39579.0,5605
2010,CT,27675.0,7210.0,40862.0,5524
2009,CT,26126.0,6748.0,38278.0,6103
2008,CT,22675.0,3522.0,32779.0,5908
2007,CT,21650.0,3172.0,33792.0,5945
2006,CT,22154.0,2850.0,32143.0,5416
2005,CT,22571.0,3032.0,26015.0,6178
2004,CT,27130.0,7111.0,39906.0,6148
2003,CT,27437.0,6897.0,29180.0,6458
2002,CT,26046.0,6534.0,26344.0,5697
2001,CT,27828.0,6381.0,27934.0,5672
2000,CT,47003.0,7920.0,47338.0,6108
1999,CT,46413.0,7377.0,46716.0,5614
1998,CT,46144.0,7157.0,46427.0,5236
1997,CT,47670.0,7994.0,47965.0,6140
1996,CT,51717.0,11047.0,51996.0,6270
1995,CT,43633.0,10610.0,43715.0,6145
1994,CT,37120.0,10592.0,37501.0,6241
1993,CT,36250.0,11096.0,36817.0,6270
1992,CT,35989.0,10694.0,36453.0,6378
1991,CT,31852.0,10193.0,31964.0,5477
1990,CT,,,,5370
1989,CT,,,,6445
1988,CT,,,,6429
1987,CT,,,,6119
1986,CT,,,,6124
1985,CT,,,,6115
1984,CT,,,,6118
1983,CT,,,,6026
1982,CT,,,,6332
1981,CT,,,,6334
1980,CT,,,,6496
1979,CT,,,,6091
1978,CT,,,,6790
1977,CT,,,,6327
1976,CT,,,,6548
1975,CT,,,,6029
1974,CT,,,,6276
1973,CT,,,,5803
1972,CT,,,,6608
1971,CT,,,,6346
1970,CT,,,,6558
1969,CT,,,,6432
1968,CT,,,,6499
1967,CT,,,,6709
1966,CT,,,,6460
1965,CT,,,,6505
1964,CT,,,,6302
1963,CT,,,,6592
1962,CT,,,,6718
1961,CT,,,,6398
1960,CT,,,,6374
2022,TN,100268.0,6168.0,113146.0,3820
2021,TN,124427.0,4851.0,135983.0,3503
2020,TN,126214.0,4956.0,136258.0,3432
2019,TN,122868.0,7837.0,133462.0,3483
2018,TN,125857.0,7491.0,138906.0,3844
2017,TN,114716.0,5741.0,131101.0,3167
2016,TN,113585.0,7129.0,130252.0,3437
2015,TN,124355.0,7911.0,139263.0,3569
2014,TN,123812.0,9039.0,139694.0,4284
2013,TN,133045.0,8934.0,149383.0,4040
2012,TN,115354.0,6902.0,130018.0,3190
2011,TN,118234.0,8197.0,130586.0,3673
2010,TN,114582.0,8450.0,125043.0,4294
2009,TN,114074.0,7871.0,127275.0,3907
2008,TN,98738.0,12774.0,113354.0,3972
2007,TN,84137.0,11409.0,94661.0,3497
2006,TN,92730.0,10313.0,100949.0,3566
2005,TN,105727.0,11601.0,112751.0,3717
2004,TN,116421.0,7363.0,111144.0,3600
2003,TN,109392.0,7186.0,103629.0,3906
2002,TN,99282.0,6821.0,94474.0,3782
2001,TN,94271.0,6723.0,90787.0,3696
2000,TN,80237.0,8089.0,77076.0,3931
1999,TN,81264.0,7524.0,78673.0,3494
1998,TN,88253.0,7331.0,85535.0,3347
1997,TN,89021.0,8236.0,86761.0,4048
1996,TN,97411.0,15404.0,96168.0,4233
1995,TN,98704.0,14835.0,96931.0,4053
1994,TN,103171.0,14833.0,103022.0,3808
1993,TN,91459.0,15625.0,90319.0,4172
1992,TN,100715.0,20278.0,99575.0,3899
1991,TN,103987.0,19329.0,102183.0,3564
1990,TN,,,,3308
1989,TN,,,,4152
1988,TN,,,,4304
1987,TN,,,,3881
1986,TN,,,,3711
1985,TN,,,,4048
1984,TN,,,,3900
1983,TN,,,,4342
1982,TN,,,,3864
1981,TN,,,,4265
1980,TN,,,,4342
1979,TN,,,,4386
1978,TN,,,,4554
1977,TN,,,,4298
1976,TN,,,,4387
1975,TN,,,,3821
1974,TN,,,,3669
1973,TN,,,,3775
1972,TN,,,,3965
1971,TN,,,,3916
1970,TN,,,,4184
1969,TN,,,,4481
1968,TN,,,,4448
1967,TN,,,,3898
1966,TN,,,,4306
1965,TN,,,,3900
1964,TN,,,,3975
1963,TN,,,,4427
1962,TN,,,,4191
1961,TN,,,,4048
1960,TN,,,,4583
2022,TX,654921.0,13147.0,742759.0,1949
2021,TX,557242.0,10426.0,652838.0,1643
2020,TX,503024.0,8111.0,593952.0,1549
2019,TX,466665.0,7450.0,574791.0,1879
2018,TX,441871.0,6594.0,550781.0,1984
2017,TX,399805.0,4970.0,505042.0,1337
2016,TX,360015.0,5095.0,471877.0,1501
2015,TX,308833.0,5427.0,398889.0,1858
2014,TX,296615.0,16496.0,385070.0,2088
2013,TX,276079.0,16221.0,359700.0,2014
2012,TX,260258.0,12886.0,332011.0,1411
2011,TX,248954.0,14797.0,328303.0,1827
2010,TX,215167.0,15188.0,283429.0,2149
2009,TX,171070.0,14094.0,219216.0,1846
2008,TX,195709.0,21661.0,239809.0,1795
2007,TX,128425.0,19337.0,181517.0,1855
2006,TX,106518.0,17466.0,145778.0,1520
2005,TX,101596.0,19443.0,103498.0,1707
2004,TX,91491.0,13958.0,94176.0,1774
2003,TX,92177.0,13617.0,94315.0,1895
2002,TX,95466.0,12875.0,98087.0,2004
2001,TX,80002.0,12672.0,85632.0,1905
2000,TX,87097.0,11551.0,92516.0,1807
1999,TX,84175.0,10812.0,88905.0,1506
1998,TX,99855.0,10485.0,105346.0,1728
1997,TX,109930.0,11624.0,113638.0,2148
1996,TX,103308.0,15039.0,104877.0,1915
1995,TX,106132.0,14478.0,110346.0,1806
1994,TX,103526.0,14448.0,104814.0,1793
1993,TX,104903.0,15175.0,105422.0,2137
1992,TX,115564.0,25001.0,117816.0,1875
1991,TX,104700.0,23837.0,106685.0,1934
1990,TX,,,,1701
1989,TX,,,,2158
1988,TX,,,,2040
1987,TX,,,,2061
1986,TX,,,,1818
1985,TX,,,,2215
1984,TX,,,,1919
1983,TX,,,,2394
1982,TX,,,,1998
1981,TX,,,,1914
1980,TX,,,,2129
1979,TX,,,,2445
1978,TX,,,,2524
1977,TX,,,,2102
1976,TX,,,,2252
1975,TX,,,,1968
1974,TX,,,,1915
1973,TX,,,,2100
1972,TX,,,,2074
1971,TX,,,,1737
1970,TX,,,,2194
1969,TX,,,,2103
1968,TX,,,,2338
1967,TX,,,,1921
1966,TX,,,,2271
1965,TX,,,,1931
1964,TX,,,,2138
1963,TX,,,,2289
1962,TX,,,,2124
1961,TX,,,,2181
1960,TX,,,,2399
2022,UT,26924.0,4958.0,36708.0,7019
2021,UT,24687.0,4069.0,35440.0,6551
2020,UT,22694.0,4189.0,33858.0,6693
2019,UT,22651.0,5624.0,34544.0,7436
2018,UT,23088.0,5359.0,34045.0,6725
2017,UT,23482.0,4057.0,34406.0,6641
2016,UT,17504.0,3699.0,28557.0,6549
2015,UT,12608.0,3376.0,22403.0,6286
2014,UT,10930.0,1405.0,18376.0,6510
2013,UT,8676.0,1365.0,16506.0,7486
2012,UT,10017.0,1073.0,17032.0,6383
2011,UT,10899.0,1344.0,17797.0,7507
2010,UT,8649.0,1218.0,13743.0,7171
2009,UT,7859.0,1132.0,12273.0,7262
2008,UT,7855.0,2181.0,11695.0,7454
2007,UT,6481.0,1954.0,9680.0,6813
2006,UT,7101.0,1768.0,8964.0,7002
2005,UT,7221.0,1985.0,9387.0,6908
2004,UT,6322.0,2238.0,6457.0,7078
2003,UT,6090.0,2188.0,6359.0,6602
2002,UT,6313.0,2081.0,6663.0,7318
2001,UT,6239.0,2053.0,7552.0,6783
2000,UT,9308.0,3545.0,10305.0,6748
1999,UT,10748.0,3299.0,11624.0,6841
1998,UT,9496.0,3250.0,10526.0,7203
1997,UT,10114.0,3646.0,10114.0,7231
1996,UT,8563.0,3216.0,8638.0,6975
1995,UT,7891.0,3098.0,7891.0,6861
1994,UT,7282.0,3099.0,7282.0,6861
1993,UT,7621.0,3247.0,7689.0,7713
1992,UT,6912.0,3355.0,6935.0,6823
1991,UT,6841.0,3202.0,6843.0,7497
1990,UT,,,,7139
1989,UT,,,,7241
1988,UT,,,,7197
1987,UT,,,,7007
1986,UT,,,,6923
1985,UT,,,,7962
1984,UT,,,,8226
1983,UT,,,,7333
1982,UT,,,,7949
1981,UT,,,,6645
1980,UT,,,,7105
1979,UT,,,,7652
1978,UT,,,,7312
1977,UT,,,,7067
1976,UT,,,,7517
1975,UT,,,,8040
1974,UT,,,,7358
1973,UT,,,,7854
1972,UT,,,,7348
1971,UT,,,,7849
1970,UT,,,,7541
1969,UT,,,,7364
1968,UT,,,,7747
1967,UT,,,,7462
1966,UT,,,,7367
1965,UT,,,,7455
1964,UT,,,,8114
1963,UT,,,,7144
1962,UT,,,,7289
1961,UT,,,,7365
1960,UT,,,,7320
2022,VA,141225.0,12452.0,165465.0,4233
2021,VA,133739.0,10409.0,160119.0,3927
2020,VA,125510.0,10299.0,148773.0,3763
2019,VA,128387.0,13912.0,155662.0,3992
2018,VA,145073.0,15365.0,169002.0,4322
2017,VA,132320.0,12434.0,158360.0,3789
2016,VA,130902.0,14200.0,158492.0,4065
2015,VA,130604.0,15650.0,162074.0,4164
2014,VA,129928.0,19923.0,161454.0,4709
