series_id,name,geography,year,value
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2018,6725
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2017,6641
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2016,6549
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2015,6286
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2014,6510
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2013,7486
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2012,6383
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2011,7507
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2010,7171
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2009,7262
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2008,7454
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2007,6813
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2006,7002
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2005,6908
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2004,7078
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2003,6602
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2002,7318
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2001,6783
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,2000,6748
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1999,6841
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1998,7203
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1997,7231
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1996,6975
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1995,6861
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1994,6861
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1993,7713
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1992,6823
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1991,7497
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1990,7139
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1989,7241
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1988,7197
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1987,7007
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1986,6923
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1985,7962
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1984,8226
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1983,7333
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1982,7949
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1981,6645
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1980,7105
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1979,7652
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1978,7312
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1977,7067
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1976,7517
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1975,8040
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1974,7358
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1973,7854
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1972,7348
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1971,7849
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1970,7541
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1969,7364
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1968,7747
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1967,7462
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1966,7367
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1965,7455
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1964,8114
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1963,7144
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1962,7289
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1961,7365
SEDS.ZWHDP.UT.A,"Heating degree days (HDD), Utah",USA-UT,1960,7320
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2023,3627
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2022,4233
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2021,3927
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2020,3763
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2019,3992
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2018,4322
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2017,3789
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2016,4065
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2015,4164
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2014,4709
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2013,4434
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2012,3761
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2011,4038
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2010,4539
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2009,4436
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2008,4269
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2007,4094
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2006,3943
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2005,4413
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2004,4270
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2003,4539
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2002,4138
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2001,4130
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,2000,4492
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1999,4143
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1998,3787
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1997,4528
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1996,4795
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1995,4606
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1994,4415
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1993,4659
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1992,4553
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1991,3991
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1990,3640
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1989,4767
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1988,4908
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1987,4647
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1986,4409
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1985,4278
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1984,4465
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1983,4728
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1982,4540
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1981,4925
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1980,4876
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1979,4735
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1978,5027
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1977,4711
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1976,4742
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1975,4381
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1974,4222
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1973,4351
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1972,4613
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1971,4517
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1970,4737
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1969,5016
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1968,4875
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1967,4822
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1966,5027
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1965,4681
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1964,4578
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1963,4950
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1962,4938
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1961,4759
SEDS.ZWHDP.VA.A,"Heating degree days (HDD), Virginia",USA-VA,1960,5003
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2023,7118
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2022,7715
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2021,7426
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2020,7481
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2019,8471
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2018,8104
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2017,7724
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2016,7520
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2015,8190
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2014,8403
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2013,8030
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2012,7064
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2011,7656
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2010,7463
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2009,8284
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2008,8036
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2007,8295
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2006,7355
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2005,8079
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2004,8441
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2003,8631
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2002,7867
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2001,7783
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,2000,8400
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1999,7698
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1998,7281
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1997,8692
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1996,8410
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1995,8340
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1994,8689
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1993,8704
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1992,8802
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1991,7856
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1990,7660
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1989,8845
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1988,8552
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1987,8319
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1986,8380
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1985,8542
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1984,8255
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1983,8212
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1982,8572
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1981,8337
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1980,8907
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1979,8226
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1978,9093
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1977,8406
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1976,8951
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1975,8269
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1974,8671
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1973,7957
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1972,9060
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1971,8714
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1970,8789
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1969,8569
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1968,8806
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1967,8878
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1966,8633
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1965,8835
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1964,8496
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1963,8923
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1962,8970
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1961,8515
SEDS.ZWHDP.VT.A,"Heating degree days (HDD), Vermont",USA-VT,1960,8487
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2023,5345
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2022,5788
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2021,5562
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2020,5416
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2019,5750
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2018,5382
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2017,5794
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2016,5126
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2015,4889
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2014,5256
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2013,5751
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2012,5790
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2011,6204
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2010,5577
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2009,5960
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2008,6134
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2007,5837
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2006,5554
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2005,5494
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2004,5238
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2003,5360
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2002,5756
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2001,5820
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,2000,5893
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1999,5760
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1998,5303
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1997,5519
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1996,6061
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1995,5353
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1994,5507
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1993,5953
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1992,5175
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1991,5699
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1990,5750
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1989,5797
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1988,5636
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1987,5293
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1986,5565
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1985,6660
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1984,6115
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1983,5701
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1982,6127
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1981,5583
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1980,5873
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1979,5850
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1978,5938
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1977,6037
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1976,6037
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1975,6286
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1974,5851
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1973,5956
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1972,6328
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1971,6338
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1970,6093
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1969,6101
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1968,5911
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1967,5608
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1966,5764
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1965,5823
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1964,6416
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1963,5808
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1962,5951
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1961,5777
SEDS.ZWHDP.WA.A,"Heating degree days (HDD), Washington",USA-WA,1960,6134
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2023,3272
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2022,3736
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2021,3435
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2020,3317
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2019,3571
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2018,3842
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2017,3286
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2016,3594
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2015,3656
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2014,3993
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2013,3870
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2012,3163
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2011,3705
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2010,3923
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2009,4124
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2008,3770
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2007,3904
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2006,3539
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2005,4154
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2004,4045
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2003,4337
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2002,3859
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2001,3710
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,2000,4110
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1999,3781
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1998,3410
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1997,4002
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1996,4404
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1995,4228
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1994,4018
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1993,4287
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1992,4185
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1991,3615
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1990,3290
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1989,4437
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1988,4459
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1987,4164
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1986,4199
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1985,3957
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1984,4052
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1983,4086
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1982,4082
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1981,3828
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1980,3941
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1979,3914
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1978,4178
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1977,4040
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1976,4144
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1975,3644
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1974,3648
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1973,3706
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1972,4182
SEDS.ZWHDP.DC.A,"Heating degree days (HDD), District of Columbia",USA-DC,1971,4050
